"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
6073003502,"Mountain View, San Diego, CA",0.2826
17037001001,"DeKalb, IL",0.2826
17043846507,"Aurora, IL",0.2826
12097041700,"Kissimmee, FL",0.2826
29510119101,"Central West End, St. Louis, MO",0.2826
47037015802,"Glengarry, Nashville, TN",0.2826
51089011000,"Bassett, VA",0.2826
12125960300,"Lake Butler, FL",0.2826
40079040602,"Heavener, OK",0.2825
48027022401,"Killeen, TX",0.2825
37183052803,"Gatewood, Garner, NC",0.2825
36063021700,"Niagara Falls, NY",0.2825
37049960500,"New Bern, NC",0.2825
48201311500,"Greater East End, Houston, TX",0.2825
6071003801,"Rialto, CA",0.2824
40095094801,"Kingston, OK",0.2824
47163040200,"Kingsport, TN",0.2824
17167001300,"Historic West-Side, Springfield, IL",0.2824
9001072400,"North End, Bridgeport, CT",0.2824
22057020600,"Thibodaux, LA",0.2824
24025302901,"Aberdeen, MD",0.2824
37079950200,"Snow Hill, NC",0.2824
12095013508,"South Semoran, Orlando, FL",0.2824
15003007504,"Aiea, HI",0.2824
21231920300,"Monticello, KY",0.2824
51083930301,"South Boston, VA",0.2823
13089021301,"Chamblee, GA",0.2823
47009011501,"Maryville, TN",0.2823
49035103200,"Liberty Wells, Salt Lake City, UT",0.2823
35001004746,"Skies West, Albuquerque, NM",0.2823
36047040300,"Kings County, NY",0.2823
26005030703,"Fennville, MI",0.2822
13251970400,"Sylvania, GA",0.2822
22079013300,"Lecompte, LA",0.2822
36065026400,"Utica, NY",0.2822
37163970100,"Faison, NC",0.2822
48451001102,"San Angelo, TX",0.2822
21127930300,"Blaine, KY",0.2822
8031008388,"Gateway, Denver, CO",0.2822
47091956100,"Mountain City, TN",0.2822
13063040413,"Rex, GA",0.2822
29019000700,"Columbia, MO",0.2822
53077940006,"Toppenish, WA",0.2821
37119005509,"Davis Lake - Eastfield, Charlotte, NC",0.2821
8011966700,"Las Animas, CO",0.2821
4027000700,"Mesa Heights, Yuma, AZ",0.2821
40143003800,"Tulsa, OK",0.2821
36005040304,"Bronx County, NY",0.2821
6001401300,"Pill Hill, Oakland, CA",0.2821
13245010203,"Tanglewood, Augusta, GA",0.2821
40133583400,"Seminole, OK",0.282
53053062000,"Eastside, Tacoma, WA",0.282
8001009001,"Denver, CO",0.282
22095070700,"Reserve, LA",0.282
25017311800,"Highlands, Lowell, MA",0.282
6037207301,"Central LA, Los Angeles, CA",0.282
37155961000,"Lumberton, NC",0.282
12087972400,"Key West, FL",0.282
21183920200,"Utica, KY",0.282
4027010913,"Yuma, AZ",0.282
48453002410,"South Austin, Austin, TX",0.282
25025101102,"Mattapan, Boston, MA",0.282
34011010301,"Cedarville, Lawrence Township, NJ",0.2819
18141011503,"Mishawaka, IN",0.2819
51109950201,"Louisa, VA",0.2819
6071000605,"Chino, CA",0.2819
1055010800,"Gadsden, AL",0.2819
40061279100,"Keota, OK",0.2819
17031140702,"Albany Park, Chicago, IL",0.2819
48027022101,"Killeen, TX",0.2819
53063003000,"East Central, Spokane, WA",0.2819
6103000900,"Los Molinos, CA",0.2819
17031816500,"Stone Park, IL",0.2819
36105951800,"Monticello, NY",0.2819
40031001000,"Lawton, OK",0.2818
21085950500,"Leitchfield, KY",0.2818
13089021412,"Ashford Park, Chamblee, GA",0.2818
6037224320,"Central LA, Los Angeles, CA",0.2818
29097011200,"Joplin, MO",0.2818
22109000300,"Houma, LA",0.2818
47115050102,"Whitwell, TN",0.2818
29095011100,"Sugar Creek, MO",0.2818
36005039400,"Bronx County, NY",0.2818
51800075403,"Suffolk, VA",0.2818
26121003100,"Wolf Lake, Muskegon, MI",0.2818
1029959800,"Ranburne, AL",0.2818
5089960202,"Flippin, AR",0.2818
37001021207,"Mebane, NC",0.2818
39095000400,"Five Points, Toledo, OH",0.2818
45071950601,"Prosperity, SC",0.2818
12057013804,"Concerned Citizens of Gibsonton Area, Gibsonton, FL",0.2818
40031000502,"Lawton, OK",0.2817
12031000600,"Southside, Jacksonville, FL",0.2817
1031010500,"Elba, AL",0.2817
18091040700,"Michigan City, IN",0.2817
21199930800,"Somerset, KY",0.2817
48487950600,"Vernon, TX",0.2817
40051000400,"Chickasha, OK",0.2817
1127020800,"Jasper, AL",0.2817
48381021102,"Amarillo, TX",0.2817
48215024301,"Edinburg, TX",0.2817
35015000900,"Artesia, NM",0.2817
1079979200,"Town Creek, AL",0.2817
45023020800,"Fort Lawn, SC",0.2817
48029152100,"San Antonio, TX",0.2816
47121960100,"Ten Mile, TN",0.2816
10003010702,"Wilmington, DE",0.2816
17031630400,"South Side, Chicago, IL",0.2816
45021970100,"Gaffney, SC",0.2816
6037540102,"Lynwood, CA",0.2816
4009961400,"Safford, AZ",0.2816
48029131300,"East Side, San Antonio, TX",0.2816
47059091400,"Greeneville, TN",0.2816
48141000900,"Summit Place, El Paso, TX",0.2816
12031016601,"Southpoint, Jacksonville, FL",0.2816
32001950500,"Fallon, NV",0.2815
35001004741,"Los Volcanes, Albuquerque, NM",0.2815
6071003606,"Bloomington, CA",0.2815
26081013500,"Urbandale, Wyoming, MI",0.2815
36047051002,"Kings County, NY",0.2815
6065046900,"Riverside County, CA",0.2815
36119014300,"Peekskill, NY",0.2815
48029161200,"South San Antonio, San Antonio, TX",0.2815
4019004334,"West Star Estates, Tucson, AZ",0.2815
25017310100,"Downtown, Lowell, MA",0.2815
6037104310,"San Fernando, CA",0.2815
51131930300,"Cape Charles, VA",0.2815
29169470102,"Crocker, MO",0.2815
36067000100,"Lakefront, Syracuse, NY",0.2815
13129970700,"Plainville, GA",0.2815
12101031807,"Gulf Coast Acres, Hudson, FL",0.2815
40013796300,"Durant, OK",0.2814
35001940700,"Albuquerque, NM",0.2814
8087000700,"Brush, CO",0.2814
40145030406,"Broken Arrow, OK",0.2814
45021970601,"Gaffney, SC",0.2814
12063210300,"Graceville, FL",0.2814
24005492300,"Essex, MD",0.2814
12083001402,"Ocala, FL",0.2814
1101005800,"Ramer, AL",0.2814
36047081600,"Kings County, NY",0.2814
25017311100,"The Acre, Lowell, MA",0.2814
13067031408,"Austell, GA",0.2814
25025081500,"Roxbury, Boston, MA",0.2814
32023960300,"Amargosa Valley, NV",0.2814
40143007402,"Broken Arrow, OK",0.2813
51139030400,"Stanley, VA",0.2813
1049961000,"Fort Payne, AL",0.2813
48439110301,"Haltom City, TX",0.2813
6071012001,"Barstow, CA",0.2813
13067030345,"Cumberland, Atlanta, GA",0.2813
36047018700,"Kings County, NY",0.2813
21023950200,"Foster, KY",0.2813
39063000500,"Findlay, OH",0.2812
48029181303,"Northwest Side, San Antonio, TX",0.2812
8043978600,"Cañon City, CO",0.2812
17137951700,"Jacksonville, IL",0.2812
39079957600,"Jackson, OH",0.2812
12011020412,"North Lauderdale, FL",0.2812
31019969500,"Kearney, NE",0.2812
13089023208,"Stone Mountain, GA",0.2812
6065044518,"Desert Hot Springs, CA",0.2812
48373210206,"Onalaska, TX",0.2812
28141950400,"Dennis, MS",0.2812
35013000402,"Las Cruces, NM",0.2812
48303010301,"Shallowater, TX",0.2812
40125501003,"Shawnee, OK",0.2812
35043011200,"Ponderosa, NM",0.2811
4013421902,"Watertower Improvement, Mesa, AZ",0.2811
42003202200,"Sheraden, Pittsburgh, PA",0.2811
48363000500,"Mineral Wells, TX",0.2811
13009970500,"Milledgeville, GA",0.2811
21107971100,"Dawson Springs, KY",0.2811
17177001200,"Freeport, IL",0.2811
48085030517,"McKinney, TX",0.2811
47155080801,"Sevierville, TN",0.2811
4027000905,"Yuma, AZ",0.2811
6037203900,"Boyle Heights, Los Angeles, CA",0.2811
1121010202,"Lincoln, AL",0.2811
45081960201,"Saluda, SC",0.2811
6037294410,"Harbor City, Los Angeles, CA",0.2811
45077011103,"Norris, SC",0.2811
45041000500,"Florence, SC",0.281
12103024601,"Saint Petersburg, FL",0.281
1043964100,"Joppa, AL",0.281
20169000500,"Salina, KS",0.281
28129950300,"Taylorsville, MS",0.281
17167000202,"Springfield, IL",0.281
12005002000,"North Highlands Addition, Panama City, FL",0.281
9003502400,"South End, Hartford, CT",0.281
1001020802,"Prattville, AL",0.281
41047001000,"Southeast Salem, Salem, OR",0.281
40131050301,"Claremore, OK",0.2809
37051003310,"Westover, Fayetteville, NC",0.2809
48201250301,"Humble, TX",0.2809
35057963600,"Estancia, NM",0.2809
55025000600,"Allied Community, Fitchburg, WI",0.2809
47037015629,"Antioch, Nashville, TN",0.2809
17031310800,"Heart of Chicago, Chicago, IL",0.2808
48339693400,"Conroe, TX",0.2808
46099000300,"Sioux Falls, SD",0.2808
37097061103,"Statesville, NC",0.2808
35005000202,"Roswell, NM",0.2808
17115001200,"Decatur, IL",0.2808
5055480200,"Paragould, AR",0.2808
48141000109,"Northeast El Paso, El Paso, TX",0.2808
9001072900,"Reservoir - Whiskey Hill, Bridgeport, CT",0.2808
39093070500,"Elyria, OH",0.2808
11001002400,"Northwest Washington, Washington, DC",0.2808
12086000413,"Miami, FL",0.2808
48001950901,"Palestine, TX",0.2808
48201240701,"North View, Houston, TX",0.2808
35015000401,"Carlsbad, NM",0.2807
36047045300,"Kings County, NY",0.2807
4013619100,"Deer Valley, Phoenix, AZ",0.2807
22017024503,"Shreveport, LA",0.2807
49011125600,"Clearfield, UT",0.2807
20175965800,"Liberal, KS",0.2807
48455950300,"Trinity, TX",0.2807
6019003302,"McLane, Fresno, CA",0.2807
42003464400,"McKees Rocks, PA",0.2807
34013018700,"City of Orange, NJ",0.2807
42003486700,"Duquesne, PA",0.2807
48331950700,"Rockdale, TX",0.2807
21091960100,"Hawesville, KY",0.2807
48091310200,"New Braunfels, TX",0.2806
41051003701,"North Portland, Portland, OR",0.2806
5093010600,"Blytheville, AR",0.2806
12097042702,"Buena Ventura Lakes, FL",0.2806
21217920100,"Campbellsville, KY",0.2806
6037540101,"Lynwood, CA",0.2806
39049008132,"Westchester-Green Countrie, Galloway, OH",0.2806
51067020900,"Rocky Mount, VA",0.2806
22097960200,"Washington, LA",0.2806
36007001200,"Downtown, Binghamton, NY",0.2806
47165020902,"Gallatin, TN",0.2806
32003001608,"Las Vegas, NV",0.2805
45075011700,"Cope, SC",0.2805
42049000500,"Zone 1, Erie, PA",0.2805
5031000401,"Jonesboro, AR",0.2805
4013422629,"Apache Junction, AZ",0.2805
13089021906,"Stone Mountain, GA",0.2805
6065044300,"Banning, CA",0.2805
48381021000,"Amarillo, TX",0.2805
48085031720,"Far North Dallas, Dallas, TX",0.2805
21067003803,"Lexington, KY",0.2805
48291700700,"Liberty, TX",0.2805
4017960600,"Winslow, AZ",0.2804
41035971500,"Klamath Falls, OR",0.2804
8099000300,"Lamar, CO",0.2804
6071001813,"Ontario, CA",0.2804
48141010212,"Cooperstown, El Paso, TX",0.2804
48201233001,"Northeast Houston, Houston, TX",0.2804
48439113927,"Fort Worth, TX",0.2804
19193000100,"Sioux City, IA",0.2804
12095012403,"Northwest Orlando, Orlando, FL",0.2804
6029003202,"Bakersfield, CA",0.2804
51167030600,"Castlewood, VA",0.2804
27053102600,"Beltrami, Minneapolis, MN",0.2804
37065020800,"Tarboro, NC",0.2804
41029000202,"Medford, OR",0.2804
53053063200,"Eastside, Tacoma, WA",0.2804
36047039100,"Kings County, NY",0.2804
48201432500,"Westside, Houston, TX",0.2803
36047034500,"Kings County, NY",0.2803
1109189100,"Troy, AL",0.2803
51650010104,"Buckroe Beach, Hampton, VA",0.2803
13077170801,"Grantville, GA",0.2803
22051020202,"Metairie, LA",0.2803
48339692602,"New Caney, TX",0.2803
13121011301,"East Point, GA",0.2803
4013422301,"Mesa, AZ",0.2803
42039111600,"Meadville, PA",0.2803
47055920300,"Pulaski, TN",0.2803
6019006602,"Reedley, CA",0.2803
35049940900,"Española, NM",0.2802
6053013800,"Seaside, CA",0.2802
28003950300,"Corinth, MS",0.2802
4013082007,"Maryvale Village, Phoenix, AZ",0.2802
41057960200,"Rockaway Beach, OR",0.2802
44007010900,"Central Falls, RI",0.2802
29189213300,"Saint Ann, MO",0.2802
45081960100,"Saluda, SC",0.2802
48201551000,"Northcliffe, Houston, TX",0.2802
48157670500,"Hunters Glen, Missouri City, TX",0.2801
24005401506,"Windsor Mill, Baltimore, MD",0.2801
1125010103,"Northport, AL",0.2801
4019003503,"Corbett, Tucson, AZ",0.2801
17119402400,"Alton, IL",0.2801
6037404901,"Baldwin Park, CA",0.2801
6037532101,"South Montebello, Montebello, CA",0.2801
12083002605,"Ocala, FL",0.2801
42043021700,"Harrisburg, PA",0.28
45051080102,"Aynor, SC",0.28
47003950800,"Shelbyville, TN",0.28
29079960200,"Trenton, MO",0.28
37039930100,"Andrews, NC",0.28
36005019700,"Bronx County, NY",0.28
39127966200,"New Lexington, OH",0.28
12031012601,"Hyde Park, Jacksonville, FL",0.28
47059091000,"Greeneville, TN",0.28
1051030600,"Wetumpka, AL",0.28
22033004205,"Baker, LA",0.2799
28047003205,"Gulfport, MS",0.2799
48029110100,"Downtown, San Antonio, TX",0.2799
48113011002,"Oak Cliff, Dallas, TX",0.2799
36005039000,"Bronx County, NY",0.2799
36047117201,"Kings County, NY",0.2799
18075963000,"Portland, IN",0.2799
21183920600,"Beaver Dam, KY",0.2799
6073018200,"Townsite, Oceanside, CA",0.2799
4019002505,"Midvale Park, Tucson, AZ",0.2799
13305970300,"Jesup, GA",0.2799
6013313206,"Pittsburg, CA",0.2799
40137001100,"Comanche, OK",0.2798
6037535802,"South Gate, CA",0.2798
12093910403,"Okeechobee, FL",0.2798
12071000402,"Fort Myers, FL",0.2798
54011010600,"Milton, WV",0.2798
4019000300,"Dunbar Spring, Tucson, AZ",0.2798
22033003910,"Baton Rouge, LA",0.2798
47177930400,"McMinnville, TN",0.2798
6037207302,"Central LA, Los Angeles, CA",0.2798
48107950100,"Crosbyton, TX",0.2798
28145950400,"New Albany, MS",0.2798
6073020202,"Central Escondido, Escondido, CA",0.2798
48215023801,"Edinburg, TX",0.2798
12101032904,"Zephyrhills Colony Company, Zephyrhills, FL",0.2798
13317010102,"Washington, GA",0.2798
1073011210,"Center Point, AL",0.2797
17031825900,"Calumet City, IL",0.2797
27053020302,"Minneapolis, MN",0.2797
48215020204,"Mission, TX",0.2797
48245010500,"Groves, TX",0.2797
26163577100,"Lincoln Park, MI",0.2797
4001970200,"Concho, AZ",0.2797
6077003308,"Pacific, Stockton, CA",0.2797
48029121203,"Sun Gate, San Antonio, TX",0.2797
55003940000,"Ashland, WI",0.2796
47149042300,"Murfreesboro, TN",0.2796
17031660400,"Chicago Lawn, Chicago, IL",0.2796
6099002301,"Modesto, CA",0.2796
36005004200,"Bronx County, NY",0.2796
5137950100,"Stone County, AR",0.2796
48201532502,"Greater Inwood, Houston, TX",0.2796
4013106001,"Alhambra, Phoenix, AZ",0.2796
6111000701,"Santa Paula, CA",0.2796
17179021801,"Pekin, IL",0.2796
40097040800,"Adair, OK",0.2795
40135030402,"Muldrow, OK",0.2795
47111970300,"Lafayette, TN",0.2795
19139050900,"Muscatine, IA",0.2795
39057200500,"Fairborn, OH",0.2795
5131001001,"Fort Smith, AR",0.2795
40015161600,"Lookeba, OK",0.2795
22123000100,"Oak Grove, LA",0.2795
26125141100,"Pontiac, MI",0.2795
48157675800,"East Bernard, TX",0.2795
1097007101,"Westfield, Theodore, AL",0.2795
36047080400,"Kings County, NY",0.2795
21095970600,"Wallins Creek, KY",0.2795
24033803602,"Glenarden, MD",0.2795
25025082000,"Roxbury, Boston, MA",0.2794
22105954800,"Ponchatoula, LA",0.2794
8059011550,"Country Club, Lakewood, CO",0.2794
48439114206,"Fort Worth, TX",0.2794
12103028600,"Saint Petersburg, FL",0.2794
37125951200,"Pinebluff, NC",0.2794
13089023414,"Decatur, GA",0.2794
51700031100,"South Newport News, Newport News, VA",0.2794
53053062801,"South Tacoma, Tacoma, WA",0.2794
40109107806,"Del City, OK",0.2793
6059086502,"Northeast Anaheim, Anaheim, CA",0.2793
48167725800,"Galveston, TX",0.2793
17031310300,"Lower West Side, Chicago, IL",0.2793
42101003702,"South Philadelphia, Philadelphia, PA",0.2793
28101050500,"Newton, MS",0.2793
47141000700,"Cookeville, TN",0.2793
54047954200,"Berwind, WV",0.2793
6037402803,"Westmont, Pomona, CA",0.2793
48147950600,"Bonham, TX",0.2793
13057090400,"Canton, GA",0.2792
42101027401,"North Philadelphia, Philadelphia, PA",0.2792
48323950400,"Eagle Pass, TX",0.2792
6037236100,"Baldwin Village, Los Angeles, CA",0.2792
12131950400,"Ponce de Leon, FL",0.2792
35035000200,"Alamogordo, NM",0.2792
6029005004,"Delano, CA",0.2792
37141920403,"Burgaw, NC",0.2792
48213950100,"Chandler, TX",0.2792
9009140900,"Edgewood, New Haven, CT",0.2792
6037218702,"Jefferson, Los Angeles, CA",0.2792
28151001500,"Hollandale, MS",0.2792
17031200300,"Hermosa, Chicago, IL",0.2791
37051003307,"Seventy-First, Fayetteville, NC",0.2791
55079017300,"Layton Park, Milwaukee, WI",0.2791
42073000700,"New Castle, PA",0.2791
42071001100,"Lancaster, PA",0.2791
48201550601,"Rushwood, Houston, TX",0.2791
27053000101,"Shingle Creek, Minneapolis, MN",0.2791
12021010701,"East Naples, Naples, FL",0.2791
34023004200,"Perth Amboy, NJ",0.2791
28033071120,"Hernando, MS",0.2791
16027021001,"Caldwell, ID",0.2791
28105950700,"Starkville, MS",0.2791
45045003304,"Piedmont, SC",0.2791
34001012000,"Pleasantville, NJ",0.2791
6037601600,"Inglewood, CA",0.2791
28047003404,"Saucier, MS",0.2791
40147001100,"Dewey, OK",0.279
26075000400,"Jackson, MI",0.279
48053960800,"Spicewood, TX",0.279
39003011200,"Lima, OH",0.279
48201240901,"Foxwood, Humble, TX",0.279
29145021000,"Stark City, MO",0.279
6059074801,"Central City, Santa Ana, CA",0.279
12103024902,"Pinellas Park, FL",0.279
26163570100,"Inkster, MI",0.279
36081017600,"Queens County, NY",0.279
48341950200,"Dumas, TX",0.279
32003002964,"Las Vegas, NV",0.2789
12113010400,"Milton, FL",0.2789
21083020100,"Mayfield, KY",0.2789
6073001500,"North Park, San Diego, CA",0.2789
26081013802,"Wyoming, MI",0.2789
42101038200,"Harrowgate, Philadelphia, PA",0.2789
22039950100,"Ville Platte, LA",0.2789
39035104300,"Tremont, Cleveland, OH",0.2789
34017019400,"Hoboken, NJ",0.2789
1133965900,"Lynn, AL",0.2789
26077005502,"Eastwood, Kalamazoo, MI",0.2789
6037404504,"Azusa, CA",0.2789
45077010602,"Easley, SC",0.2789
37057061000,"Thomasville, NC",0.2789
47037012100,"East Nashville, Nashville, TN",0.2789
12101031703,"Moon Lake Estates, New Port Richey, FL",0.2789
26051000600,"Gladwin, MI",0.2789
36081036500,"Queens County, NY",0.2789
48365950200,"Beckville, TX",0.2788
51037930300,"Saxe, VA",0.2788
4013050608,"Sundance, Buckeye, AZ",0.2788
22109000201,"Houma, LA",0.2788
21121930200,"Girdler, KY",0.2788
47165020700,"Gallatin, TN",0.2788
6085503710,"Alum Rock, San Jose, CA",0.2788
6037570304,"North Long Beach, Long Beach, CA",0.2788
26025000800,"Battle Creek, MI",0.2788
6037573202,"Poly High, Long Beach, CA",0.2788
17031829901,"Country Club Hills, IL",0.2788
6007003002,"Oroville, CA",0.2788
22033004700,"Zachary, LA",0.2788
36005040400,"Bronx County, NY",0.2788
53053063300,"Eastside, Tacoma, WA",0.2788
12127080901,"Flomich Garden Holly Hill, Daytona Beach, FL",0.2788
47131965300,"Hornbeak, TN",0.2787
5091020100,"Texarkana, AR",0.2787
47183968102,"Martin, TN",0.2787
51083930600,"South Boston, VA",0.2787
37119005604,"University City South, Charlotte, NC",0.2787
13121010514,"Fairburn, GA",0.2787
25003900100,"Pittsfield, MA",0.2787
32031000101,"Reno, NV",0.2787
12109020901,"St Johns County, FL",0.2787
20177000900,"Oakland, Topeka, KS",0.2786
48453002403,"South Austin, Austin, TX",0.2786
13279970600,"Lyons, GA",0.2786
12057013806,"Riverview, FL",0.2786
6037462100,"North Central, Pasadena, CA",0.2786
37159051301,"Salisbury, NC",0.2786
48361020800,"Orange, TX",0.2786
6037551102,"Downey, CA",0.2786
12086001402,"Little Haiti, Miami, FL",0.2786
48113017806,"Town East Estates, Mesquite, TX",0.2786
48201320200,"Park Place, Houston, TX",0.2786
48181001300,"Sherman, TX",0.2786
12031013504,"Westside, Jacksonville, FL",0.2786
29123960200,"Fredericktown, MO",0.2786
28075010600,"Meridian, MS",0.2786
45073030701,"Seneca, SC",0.2786
4003002002,"Sierra Vista, AZ",0.2785
32031001008,"Reno, NV",0.2785
47163041800,"Kingsport, TN",0.2785
42101006200,"Southwest Philadelphia, Philadelphia, PA",0.2785
40075963600,"Mountain View, OK",0.2785
40037020706,"Sand Springs, OK",0.2785
24033804900,"Hyattsville, MD",0.2785
47179060100,"Johnson City, TN",0.2785
21131920200,"Warbranch, KY",0.2785
47037010501,"Nashville, TN",0.2785
36047118201,"Kings County, NY",0.2785
5021950300,"Corning, AR",0.2785
45087030400,"Union, SC",0.2785
21077960102,"Verona, KY",0.2785
13143010302,"Bremen, GA",0.2785
37045950800,"Shelby, NC",0.2785
42101005400,"Eastwick, Philadelphia, PA",0.2785
28099010600,"Philadelphia, MS",0.2784
40145030507,"Bentree, Broken Arrow, OK",0.2784
11001009301,"Northeast Washington, Washington, DC",0.2784
47149041600,"Murfreesboro, TN",0.2784
20057962000,"Dodge City, KS",0.2784
13043950300,"Metter, GA",0.2784
12027010200,"Arcadia, FL",0.2784
39037555102,"Greenville, OH",0.2784
12105011722,"Lakeland, FL",0.2784
6037218500,"Central LA, Los Angeles, CA",0.2784
18089021400,"Hammond, IN",0.2784
4005945000,"Tuba City, AZ",0.2783
48373210500,"Livingston, TX",0.2783
12105013702,"Winter Haven, FL",0.2783
48135002501,"Odessa, TX",0.2783
37057061300,"Lexington, NC",0.2783
37035011401,"Claremont, NC",0.2783
1089010401,"Hazel Green, AL",0.2783
12009062900,"Rockledge, FL",0.2783
6071007408,"San Gorgonio, San Bernardino, CA",0.2782
37191000402,"Goldsboro, NC",0.2782
19057000200,"Burlington, IA",0.2782
28097950200,"Winona, MS",0.2782
48113020400,"Downtown, Dallas, TX",0.2782
29201780400,"Sikeston, MO",0.2782
39017012700,"Middletown, OH",0.2782
29209090100,"Crane, MO",0.2782
