"tract","Name","Fraction_Non-White_in_2010"
12057011109,"Lutz, FL",0.2074
56001963500,"Laramie, WY",0.2074
53077002802,"Yakima, WA",0.2074
20209044703,"I-435 West KC-KS, Kansas City, KS",0.2074
17031050100,"North Center, Chicago, IL",0.2074
51059491405,"Clifton, VA",0.2072
12095013803,"Orlando, FL",0.2072
40153953400,"Woodward, OK",0.2071
32003005818,"Indian Springs, NV",0.2071
48027021400,"Little River-Academy, TX",0.2071
34027041500,"Denville, NJ",0.2071
6065940700,"Palm Springs, CA",0.207
8059012047,"Kipling Hills, Littleton, CO",0.207
21111011713,"Louisville, KY",0.207
53033002000,"Maple Leaf, Seattle, WA",0.207
12053040907,"Spring Hill, FL",0.2069
8035014137,"Southridge, Littleton, CO",0.2069
4013040520,"Vistancia, Peoria, AZ",0.2069
6067005901,"Edison Estates, Sacramento, CA",0.2069
42049001100,"Erie, PA",0.2068
36047053800,"Kings County, NY",0.2068
31153010503,"Omaha, NE",0.2068
37135011601,"Chapel Hill, NC",0.2068
36061013200,"Upper East Side, New York, NY",0.2067
34029720204,"Toms River, NJ",0.2067
13117130605,"Cumming, GA",0.2067
45047970302,"Greenwood, SC",0.2067
53011040810,"Northeast Hazel Dell, Vancouver, WA",0.2067
40143009200,"Sand Springs, OK",0.2066
9001210900,"Danbury, CT",0.2064
48339690202,"Pinehurst, TX",0.2064
39095010200,"Glendale-Heatherdowns, Toledo, OH",0.2064
5045031102,"Mayflower, AR",0.2063
2170001201,"Palmer, AK",0.2063
1117030340,"Pelham, AL",0.2062
27053025601,"West Bloomington, Bloomington, MN",0.2062
12041950204,"Trenton, FL",0.2062
48121021404,"Corinth, TX",0.2061
37105030601,"Sanford, NC",0.2061
26163572600,"Dearborn Heights, MI",0.206
4013422404,"Settler's Point, Gilbert, AZ",0.206
9001200200,"Bethel, Bethel, CT",0.206
47149041202,"Murfreesboro, TN",0.206
17031811900,"River Forest, IL",0.2058
26147657100,"Capac, MI",0.2058
40041375602,"Grove, OK",0.2057
53073000600,"Central Business District, Bellingham, WA",0.2057
18039000400,"Goshen, IN",0.2057
40041375801,"Cleora, OK",0.2056
56021000401,"Cheyenne, WY",0.2056
53033003600,"Green Lake, Seattle, WA",0.2056
40119011301,"Cushing, OK",0.2055
40147000600,"Bartlesville, OK",0.2055
25015820802,"South Amherst, Amherst, MA",0.2055
19169001301,"Ames, IA",0.2055
26033970300,"Sault Ste. Marie, MI",0.2054
34041031500,"Hackettstown, NJ",0.2054
34017018701,"Hoboken, NJ",0.2054
19155030900,"Council Bluffs, IA",0.2054
40095094802,"Kingston, OK",0.2053
36119004900,"Scarsdale, NY",0.2052
17161022800,"Rock Island, IL",0.2051
6065045121,"La Quinta, CA",0.2051
47043060602,"Dickson, TN",0.2051
1073014204,"Birmingham, AL",0.205
8081000500,"Craig, CO",0.205
30013000900,"Great Falls, MT",0.2049
48019000400,"Lakehills, TX",0.2049
49005000300,"Logan, UT",0.2049
37061090501,"Pink Hill, NC",0.2048
4013103607,"Paradise Valley Village, Phoenix, AZ",0.2048
17119402300,"Alton, IL",0.2047
2090001400,"North Pole, AK",0.2047
12105015302,"Bartow, FL",0.2047
34005700701,"Riverside, NJ",0.2047
36119010000,"Scarsdale, NY",0.2047
17113001402,"Bloomington, IL",0.2046
37119006213,"Huntersville, NC",0.2046
53011041108,"Vancouver, WA",0.2046
39151701200,"Canton, OH",0.2045
12075970102,"Bronson, FL",0.2045
55073000700,"Wausau, WI",0.2044
53033032103,"Gilman, Issaquah, WA",0.2044
45063020602,"West Columbia, SC",0.2044
6037262200,"Bel Air, Los Angeles, CA",0.2043
24003702601,"Annapolis, MD",0.2043
22019002400,"DeQuincy, LA",0.2043
51069050900,"Winchester, VA",0.2043
12103022602,"Disston Heights, Saint Petersburg, FL",0.2043
48339692900,"Cleveland, TX",0.2043
41029001700,"Talent, OR",0.2043
4013216850,"Desert Sage, Scottsdale, AZ",0.2042
48167723800,"Hitchcock, TX",0.2042
12001002202,"Archer, FL",0.2041
48439113301,"Richland Hills, TX",0.2041
8069000600,"Fort Collins, CO",0.204
53033032317,"Sammamish, WA",0.204
25017317301,"North Chelmsford, Chelmsford, MA",0.204
41039003700,"Eugene, OR",0.2039
26049011212,"Grand Blanc, MI",0.2039
34003044202,"Ramsey, NJ",0.2039
17109010400,"Macomb, IL",0.2039
20091052101,"Hocker Grove, Shawnee, KS",0.2038
31109000300,"University Place, Lincoln, NE",0.2038
33011001800,"Somerville, Manchester, NH",0.2038
48453000204,"Rosedale, Austin, TX",0.2037
16001000900,"Southeast Boise, Boise, ID",0.2036
36047000700,"Kings County, NY",0.2036
40143009401,"Sand Springs, OK",0.2035
17197880417,"Plainfield, IL",0.2035
34019010701,"Pittstown, Union Township, NJ",0.2035
24031701304,"Olney, MD",0.2035
12105014803,"Bartow, FL",0.2035
34033020800,"Woodstown, NJ",0.2034
36001001902,"Whitehall, Albany, NY",0.2034
21111012002,"Fairdale, Louisville, KY",0.2034
6073020405,"Felicita, Escondido, CA",0.2034
39133601502,"Kent, OH",0.2033
32023960401,"Pahrump, NV",0.2033
11001001001,"American University Park, Washington, DC",0.2032
55101001100,"Racine, WI",0.2032
12099000209,"Palm Beach Gardens, FL",0.2031
48485012400,"Wichita Falls, TX",0.2031
12103025603,"Largo, FL",0.203
9009345100,"Naugatuck, CT",0.203
10003010800,"Wilmington, DE",0.203
48339690700,"College Park, Conroe, TX",0.2029
25017368901,"North Waltham, Waltham, MA",0.2029
39113002300,"Burkhardt, Dayton, OH",0.2029
4013319404,"Evergreen, Tempe, AZ",0.2028
6089012702,"Fall River Mills, CA",0.2027
6037700300,"Central LA, West Hollywood, CA",0.2027
18003003800,"Southwest Waynedale, Fort Wayne, IN",0.2027
17095001000,"Galesburg, IL",0.2027
12103022601,"Disston Heights, Saint Petersburg, FL",0.2026
20069962600,"Cimarron, KS",0.2026
37037020702,"New Hill, NC",0.2025
1117030701,"Columbiana, AL",0.2025
1079979700,"Danville, AL",0.2024
55009940004,"Green Bay, WI",0.2023
6101050800,"Sutter, CA",0.2023
13105000100,"Bowman, GA",0.2022
39113100203,"Huber Heights, OH",0.2022
34039038102,"New Providence, NJ",0.2022
4013420104,"Mesa, AZ",0.2022
27137001200,"East Hillside, Duluth, MN",0.2022
36103122707,"Deer Park, NY",0.2021
48201431302,"Westside, Houston, TX",0.2021
53025011200,"Ephrata, WA",0.202
8035014010,"Parker, CO",0.202
6097151100,"Petaluma, CA",0.2019
36059416702,"Long Beach, NY",0.2019
48453001846,"Northwood, Austin, TX",0.2018
41003001101,"Corvallis, OR",0.2018
18163003600,"Evansville, IN",0.2017
12061050804,"Vero Beach, FL",0.2017
45051060203,"Myrtle Beach, SC",0.2017
48439105406,"Fort Worth, TX",0.2016
10001042100,"Viola, DE",0.2016
12057010103,"Knights Community Club, Plant City, FL",0.2015
48161000200,"Fairfield, TX",0.2015
9009345300,"Naugatuck, CT",0.2015
54039001300,"Charleston, WV",0.2014
26125192700,"Brookedale Woods, Rochester Hills, MI",0.2013
42091204007,"Conshohocken, PA",0.2012
25021400500,"Aspinwall Hill, Brookline, MA",0.2012
29189211334,"Florissant, MO",0.2012
37031970703,"Newport, NC",0.2012
42071013502,"Lancaster, PA",0.2012
27163071015,"Woodbury, MN",0.2011
13077170403,"Newnan, GA",0.201
17019001302,"Savoy, IL",0.201
26125173500,"Ferndale, MI",0.201
47037018404,"Bellevue, Nashville, TN",0.201
56021001502,"Cheyenne, WY",0.2009
46103010600,"Rapid City, SD",0.2008
27163070910,"Oakdale, MN",0.2008
53011041333,"Burnt Bridge Creek, Vancouver, WA",0.2006
13117130509,"Cumming, GA",0.2006
40071000201,"Ponca City, OK",0.2005
36085015100,"Richmond County, NY",0.2004
11001000502,"Northwest Washington, Washington, DC",0.2004
42077006202,"Breinigsville, PA",0.2004
42091206102,"Phoenixville, PA",0.2002
26099262500,"Warren, MI",0.2
12011980000,"Fort Lauderdale, FL",0.2
55025001102,"Madison, WI",0.2
48029980005,"Far West Side, Helotes, TX",0.2
36061017500,"Upper West Side, New York, NY",0.2
51059980100,"Springfield, VA",0.2
51143011300,"Danville, VA",0.1999
8013061300,"Louisville, CO",0.1999
48181000400,"Denison, TX",0.1999
37139960702,"Elizabeth City, NC",0.1999
41031960100,"Madras, OR",0.1998
20091052904,"Brittany Yesteryear, Olathe, KS",0.1998
17031080300,"Old Town, Chicago, IL",0.1998
48201554502,"Longwood Village, Cypress, TX",0.1998
46065977900,"Pierre, SD",0.1997
36061011000,"Lenox Hill, New York, NY",0.1997
6079012600,"Atascadero, CA",0.1997
41051002401,"Northeast Portland, Portland, OR",0.1996
53011040703,"Orchards Area Concerned Citizens, Vancouver, WA",0.1996
53017950400,"East Wenatchee, WA",0.1996
31055001600,"Downtown, Omaha, NE",0.1995
36093021200,"Schenectady, NY",0.1994
37133001400,"Jacksonville, NC",0.1993
12117021505,"Longwood, FL",0.1993
29097010100,"Joplin, MO",0.1993
45045002812,"Greenville, SC",0.1992
21111011109,"Jeffersontown, KY",0.1992
24037875500,"Leonardtown, MD",0.1992
12101030700,"Colonial Hills, New Port Richey, FL",0.1991
13077170801,"Grantville, GA",0.1991
48265960301,"Kerrville, TX",0.1989
21073070500,"Frankfort, KY",0.1988
28121020211,"Brandon, MS",0.1988
32003005335,"Black Mountain, Henderson, NV",0.1988
54003971700,"Martinsburg, WV",0.1987
24005420301,"Dundalk, MD",0.1987
25017354500,"Neighborhood Nine, Cambridge, MA",0.1986
26125133003,"Wixom, MI",0.1984
39113100301,"Huber Heights, OH",0.1984
40145030502,"Broken Arrow, OK",0.1982
13139001603,"Flowery Branch, GA",0.1982
17099962300,"Serena, IL",0.1982
36103158607,"Holtsville, NY",0.1982
39153530101,"Twinsburg, OH",0.1981
13185010202,"Hahira, GA",0.1981
55025002401,"Sherman Village, Madison, WI",0.1981
1113030901,"Phenix City, AL",0.1981
36061017100,"Upper West Side, New York, NY",0.1981
26091061400,"Adrian, MI",0.198
4019004628,"Tucson, AZ",0.198
27123041900,"Falcon Heights, MN",0.198
6089011403,"Enterprise, Redding, CA",0.1979
2170001202,"Palmer, AK",0.1979
12105015101,"Bartow, FL",0.1978
1083020201,"Athens, AL",0.1977
13117130307,"Cumming, GA",0.1977
17031832500,"Lincoln Park, Chicago, IL",0.1977
24017851200,"Newburg, MD",0.1977
41053020400,"Sheridan, OR",0.1976
24510260900,"Baltimore, MD",0.1976
27139080600,"Shakopee, MN",0.1976
6079010602,"Morro Bay, CA",0.1976
40027201101,"Norman, OK",0.1975
17197880304,"Naperville, IL",0.1975
13039010403,"Saint Marys, GA",0.1975
6061021122,"Whitney Oaks, Rocklin, CA",0.1975
6079010101,"Paso Robles, CA",0.1975
1053969900,"Brewton, AL",0.1974
48035950100,"Meridian, TX",0.1974
42041012100,"Carlisle, PA",0.1974
42091200105,"Montgomery County, PA",0.1973
5119004215,"Pleasant Valley, Little Rock, AR",0.1973
26065004490,"East Lansing, MI",0.1973
40143007802,"Bixby, OK",0.1972
6097153704,"Guerneville, CA",0.1972
53053073111,"Puyallup, WA",0.1972
2020000202,"Eagle River, Anchorage, AK",0.1971
12105011911,"Lakeland, FL",0.1971
6097152203,"Junior College Neighborhood Association, Santa Rosa, CA",0.1971
40143003700,"Tulsa, OK",0.197
8123002102,"Johnstown, CO",0.197
17197883505,"Frankfort, IL",0.1969
6089012101,"Cascade, Anderson, CA",0.1969
4019004634,"Tucson, AZ",0.1969
4019004714,"Tucson, AZ",0.1969
20161000200,"Manhattan, KS",0.1969
47157020820,"Lakeland, TN",0.1968
48439111505,"West Arlington, Arlington, TX",0.1968
4015953800,"Kingman, AZ",0.1968
48381021608,"Amarillo, TX",0.1968
6007000904,"Chico, CA",0.1968
42045404300,"Eddystone, PA",0.1967
17137951700,"Jacksonville, IL",0.1967
24025303802,"Bel Air, MD",0.1967
12103026816,"Safety Harbor, FL",0.1967
53033002500,"Northeast Seattle, Seattle, WA",0.1966
20173009603,"Wichita, KS",0.1966
34017018600,"Hoboken, NJ",0.1966
6013304003,"Discovery Bay, CA",0.1966
11001000600,"Northwest Washington, Washington, DC",0.1965
48361020300,"West Orange, TX",0.1965
55079170600,"South Milwaukee, WI",0.1965
34005702905,"Ramblewood, Mount Laurel, NJ",0.1964
10003014404,"Newark, DE",0.1964
18157010300,"West Lafayette, IN",0.1964
37133002800,"Hubert, NC",0.1963
25015821903,"Northampton, MA",0.1962
8087000200,"Wiggins, CO",0.1961
37183053423,"Brookgreen Forest, Cary, NC",0.1961
12101030903,"Orchid Lake Village, Port Richey, FL",0.1961
2170000401,"Wasilla, AK",0.1961
34041032000,"Washington, NJ",0.1961
39133600401,"Streetsboro, OH",0.196
39049007740,"Maize-Morse, Columbus, OH",0.196
37129010900,"Sunset Park, Wilmington, NC",0.196
48113008100,"Dallas, TX",0.196
25005640100,"Fall River, MA",0.196
26065004491,"East Lansing, MI",0.196
36055011000,"East Irondequoit, Rochester, NY",0.1959
42101038700,"Northwest Philadelphia, Philadelphia, PA",0.1959
42045401401,"Drexel Hill, Upper Darby, PA",0.1958
25027739400,"Shrewsbury, MA",0.1958
40109107606,"Midwest City, OK",0.1958
48085031649,"Old Shepard Place, Plano, TX",0.1957
1079979900,"Mount Hope, AL",0.1957
26099241900,"Clinton Township, MI",0.1957
40145030402,"Broken Arrow, OK",0.1955
45003020500,"North Augusta, SC",0.1954
37101040500,"Princeton, NC",0.1954
36055012306,"Pittsford, NY",0.1954
25025110607,"Roslindale, Boston, MA",0.1954
12107951300,"Pomona Park, FL",0.1953
40073958300,"Kingfisher, OK",0.1953
48439111545,"Arlington, TX",0.1953
6051000101,"Mammoth Lakes, CA",0.1952
29510126800,"Franz Park, St. Louis, MO",0.1952
51083930400,"Virgilina, VA",0.1952
13297110504,"Loganville, GA",0.1951
6111007202,"Thousand Oaks, CA",0.195
45045003015,"Simpsonville, SC",0.195
6065043809,"Cherry Valley, CA",0.195
48423001908,"Bullard, TX",0.195
42029302204,"West Chester, PA",0.1949
6081609700,"Emerald Hills, CA",0.1949
5007020604,"Bentonville, AR",0.1949
49057210703,"Roy, UT",0.1948
28111950102,"New Augusta, MS",0.1947
40109103601,"Central Oklahoma City, Oklahoma City, OK",0.1947
4019004053,"Tucson, AZ",0.1947
37145920500,"Timberlake, NC",0.1947
17031803604,"Palatine, IL",0.1947
5127950200,"Waldron, AR",0.1946
42021000600,"Johnstown, PA",0.1945
9003484100,"East Windsor, CT",0.1945
18035001100,"Cowing Park, Muncie, IN",0.1945
41039002700,"Eugene, OR",0.1944
17201000504,"Rockford, IL",0.1944
37097060801,"Harmony, NC",0.1944
4013422635,"Mesa, AZ",0.1944
17161023200,"Rock Island, IL",0.1944
25017357300,"Belmont, MA",0.1944
36059408400,"Merrick, NY",0.1944
26065004492,"East Lansing, MI",0.1944
6023010501,"McKinleyville, CA",0.1943
49035112605,"Sandy, UT",0.1943
5119004305,"Maumelle, AR",0.1943
6079011200,"San Luis Obispo, CA",0.1943
19153000704,"Lower Beaver, Des Moines, IA",0.1942
12115001505,"Sarasota, FL",0.1942
17197883214,"Country Glen, Joliet, IL",0.1942
26021001900,"Sodus, Sodus Township, MI",0.1941
19039960100,"Osceola, IA",0.1941
6023000800,"Eureka, CA",0.1941
18057110905,"Carmel Arts & Design District, Carmel, IN",0.1941
53057951500,"Sedro-Woolley, WA",0.194
44005041100,"Newport, RI",0.1939
49035111903,"Millcreek, UT",0.1938
24005411303,"Nottingham, MD",0.1937
6043000400,"Mariposa County, CA",0.1937
55025002000,"Madison, WI",0.1937
6013304004,"Discovery Bay, CA",0.1937
12023110700,"Lake City, FL",0.1937
40027202402,"Norman, OK",0.1935
12115000503,"Bellevue Terrace, Sarasota, FL",0.1934
16019970602,"Idaho Falls, ID",0.1933
17031821700,"Evergreen Park, IL",0.1933
53005010805,"South Richland, Richland, WA",0.1933
24510020300,"Fells Point, Baltimore, MD",0.1932
55127001502,"Lake Geneva, WI",0.1932
17097864515,"Buffalo Grove, IL",0.1931
44007003500,"Wayland, Providence, RI",0.1931
26089970200,"Suttons Bay, MI",0.1931
26065004801,"Haslett, Meridian charter Township, MI",0.193
26163560200,"Northville, MI",0.193
48439113633,"Grapevine, TX",0.193
48201251503,"Kingwood, Houston, TX",0.193
9007680200,"Middletown, CT",0.193
21067004103,"Lexington, KY",0.193
6017031502,"Diamond Springs, CA",0.1928
6075012601,"Marina District, San Francisco, CA",0.1928
37135011700,"Chapel Hill, NC",0.1928
16001010501,"Kuna, ID",0.1927
6041121100,"Corte Madera, CA",0.1927
17031120200,"Edgebrook, Chicago, IL",0.1926
6105000300,"Hayfork, CA",0.1926
40017301003,"Southwest Oklahoma City, Yukon, OK",0.1925
12057012504,"Plant City, FL",0.1925
1081040800,"Auburn, AL",0.1925
49021110500,"Cedar City, UT",0.1924
37071032301,"Belmont, NC",0.1924
24025303605,"Bel Air, MD",0.1924
34031246101,"Wayne, NJ",0.1923
6073007903,"Pacific Beach, San Diego, CA",0.1921
2170000603,"Wasilla, AK",0.192
37171930502,"Mount Airy, NC",0.192
6065044405,"Idyllwild, Idyllwild-Pine Cove, CA",0.1919
42003040600,"Central Oakland, Pittsburgh, PA",0.1919
29095006600,"Plaza Area, Kansas City, MO",0.1919
26125145700,"Waterford Township, MI",0.1919
17001000400,"Quincy, IL",0.1918
29183310901,"Saint Charles, MO",0.1918
40119010600,"Stillwater, OK",0.1917
16019971301,"Idaho Falls, ID",0.1917
41051004900,"Northwest District, Portland, OR",0.1917
12037970304,"Eastpoint, FL",0.1917
40143009500,"Sand Springs, OK",0.1916
22017021600,"Caddo Heights, South Highlands, Shreveport, LA",0.1916
36087010802,"New City, NY",0.1915
1129044300,"Vinegar Bend, AL",0.1915
17031818700,"Brookfield, IL",0.1914
18157005200,"West Lafayette, IN",0.1913
28155950200,"Eupora, MS",0.1913
6005000304,"Ione, CA",0.1913
17031770300,"Elk Grove Village, IL",0.1913
24003701400,"Harwood, MD",0.1913
20045000702,"Sunset Hills, Lawrence, KS",0.1913
21067002700,"Lansdowne, Lexington, KY",0.1913
17043845401,"Burr Ridge, IL",0.1913
6071011204,"Big Bear, CA",0.1912
8069000402,"Mulberry Hill, Fort Collins, CO",0.1912
40071000202,"Ponca City, OK",0.1911
39035196100,"Cleveland, OH",0.1911
29047021307,"Kansas City, MO",0.191
31001965700,"Hastings, NE",0.191
42089300311,"Pocono Pines, PA",0.1909
42021013500,"Johnstown, PA",0.1909
24005408704,"Mays Chapel, Lutherville-Timonium, MD",0.1909
37167930102,"New London, NC",0.1909
48367140101,"Weatherford, TX",0.1908
1003011401,"Foley, AL",0.1908
45057011002,"Lancaster, SC",0.1907
31055007435,"North Central Omaha, Omaha, NE",0.1907
37101041501,"Four Oaks, NC",0.1907
53053073408,"Puyallup, WA",0.1906
40109108802,"Choctaw, OK",0.1906
8069001307,"Fort Collins, CO",0.1906
48433950300,"Aspermont, TX",0.1906
4013217101,"South Scottsdale, Scottsdale, AZ",0.1906
26145010403,"Saginaw Township North, Saginaw, MI",0.1905
23005002001,"Nasons Corner, Portland, ME",0.1905
45063021017,"Lexington, SC",0.1904
24019970100,"Rhodesdale, MD",0.1904
18019050100,"Jeffersonville, IN",0.1904
20091053108,"Kensington Manor, Overland Park, KS",0.1904
47093004300,"Knoxville, TN",0.1903
20173005600,"Wichita, KS",0.1903
41039003900,"West Eugene, Eugene, OR",0.1903
25027730700,"West Tatnuck, Worcester, MA",0.1902
4025000202,"Chino Valley, AZ",0.1902
55115100400,"Shawano, WI",0.1901
49035113108,"West Jordan, UT",0.1901
21111010104,"Lyndon, KY",0.1901
48015760501,"Bellville, TX",0.19
27139080202,"Savage, MN",0.1899
6073000201,"Mission Hills, San Diego, CA",0.1899
12057011519,"Twin Branch Acres, Tampa, FL",0.1898
9003497500,"West Hartford, CT",0.1898
48021950600,"Smithville, TX",0.1898
12009064602,"Melbourne, FL",0.1898
20177002601,"West Southwest 3, Topeka, KS",0.1898
26065002200,"Lansing, MI",0.1898
34029734003,"Barnegat, Barnegat Township, NJ",0.1898
9003494500,"Newington, CT",0.1897
46009967700,"Springfield, SD",0.1897
36059405500,"Franklin Square, NY",0.1896
25027732902,"College Hill, Worcester, MA",0.1895
48251130215,"Burleson, TX",0.1895
34007603601,"Ashland, Cherry Hill, NJ",0.1894
45083023802,"Pauline, SC",0.1894
4013104214,"Glendale, AZ",0.1894
40019892200,"Graham, OK",0.1892
4019004614,"Tucson, AZ",0.1892
42101002900,"Passyunk Square, Philadelphia, PA",0.1891
28121020301,"Pearl, MS",0.1891
48129950200,"Clarendon, TX",0.1891
17031824116,"Orland Park, IL",0.1891
53057952100,"Mount Vernon, WA",0.1891
24003741000,"Severn, MD",0.1889
36001013503,"Cohoes, NY",0.1889
13089021411,"Ashford Park, Atlanta, GA",0.1889
48487950300,"Vernon, TX",0.1888
17043846413,"Naperville, IL",0.1888
13113140303,"Peachtree City, GA",0.1888
34005704014,"Evesham Township, NJ",0.1887
20091053421,"Forest Glen, Overland Park, KS",0.1887
55105002602,"Beloit, WI",0.1887
39113002400,"Wright View, Dayton, OH",0.1887
40019892700,"Ardmore, OK",0.1886
55079150100,"Franklin, WI",0.1886
27037060401,"South Saint Paul, MN",0.1886
19155030800,"Council Bluffs, IA",0.1885
37183054013,"North Raleigh, Raleigh, NC",0.1885
13013180104,"Auburn, GA",0.1885
36051030500,"Geneseo, NY",0.1884
10003011202,"Wilmington, DE",0.1884
12053041502,"Regency Oaks, Spring Hill, FL",0.1883
34039037700,"Summit, NJ",0.1883
41011000504,"Coos Bay, OR",0.1883
34001011000,"Hammonton, NJ",0.1883
51053840200,"Sutherland, VA",0.1882
48167723900,"Crystal Beach, Bolivar Peninsula, TX",0.1882
20037957100,"Pittsburg, KS",0.1882
40071001200,"Newkirk, OK",0.1881
48201431502,"Westside, Houston, TX",0.1881
20173008500,"Indian Hills Riverbend, Wichita, KS",0.1881
51790000500,"Staunton, VA",0.188
53033022702,"Central Houghton, Kirkland, WA",0.188
42091201607,"Abington, PA",0.188
49035111904,"Millcreek, UT",0.1878
8059010503,"Wheat Ridge, CO",0.1878
4013617300,"Paradise Valley Village, Phoenix, AZ",0.1878
53053073115,"Graham, WA",0.1877
26161407000,"Superior Charter Township, MI",0.1877
21093001200,"Elizabethtown, KY",0.1877
1089002801,"Huntsville, AL",0.1877
12011040206,"Imperial Point, Fort Lauderdale, FL",0.1877
48073950801,"Rusk, TX",0.1876
6013355306,"Clayton, CA",0.1875
26065005202,"Lansing, MI",0.1875
22033004403,"Greenwell Springs, Central, LA",0.1875
55079180200,"Cudahy, WI",0.1874
17099961900,"Mendota, IL",0.1874
41067030401,"Raleigh West, Beaverton, OR",0.1874
12127081000,"Daytona Beach, FL",0.1874
32001950600,"Fallon, NV",0.1873
36103158511,"Centereach, NY",0.1873
48121021725,"Flower Mound, TX",0.1872
6075013200,"Pacific Heights, San Francisco, CA",0.1872
51059480504,"Reston, VA",0.1871
10003013613,"Wilmington, DE",0.1871
26021002400,"Benton Harbor, MI",0.1868
6067008006,"Fair Oaks, CA",0.1868
39035137103,"Brooklyn, OH",0.1868
26125194200,"Rochester Hills, MI",0.1867
26145010502,"Saginaw Township South, Saginaw, MI",0.1866
24510271200,"Homeland, Baltimore, MD",0.1865
39049006393,"Summit View Forest, Dublin, OH",0.1865
54055002200,"Bluefield, WV",0.1865
26163589400,"Belleville, MI",0.1865
48347950400,"Nacogdoches, TX",0.1864
48155950100,"Crowell, TX",0.1864
12085001404,"Hobe Sound, FL",0.1864
42101035702,"Bustleton, Philadelphia, PA",0.1864
31001965800,"Hastings, NE",0.1863
29095014101,"Blue Springs, MO",0.1863
8041007102,"Briargate, Colorado Springs, CO",0.1863
8007974200,"Pagosa Springs, CO",0.1862
18167000400,"Spencer Park, Terre Haute, IN",0.1861
22061960100,"Dubach, LA",0.1861
53063000200,"Whitman, Spokane, WA",0.1861
37119006403,"Davidson, NC",0.1861
27053026712,"Maple Grove, MN",0.1861
12103024301,"Meadowlawn, Saint Petersburg, FL",0.186
19169000600,"Ames, IA",0.186
33011000204,"Manchester, NH",0.1859
53067012221,"Olympia, WA",0.1859
51161030801,"Cave Spring, VA",0.1858
34037374800,"Stanhope, NJ",0.1858
42095017501,"Easton, PA",0.1858
12101031208,"Verandahs, Hudson, FL",0.1857
48349971000,"Dawson, TX",0.1856
36047060000,"Kings County, NY",0.1856
53033024200,"Medina, WA",0.1856
39035137102,"Brooklyn, OH",0.1856
5035030201,"West Memphis, AR",0.1855
17031824115,"Orland Park, IL",0.1855
17003957700,"Thebes, IL",0.1855
48041002009,"Pebble Creek, College Station, TX",0.1854
36071012200,"Goshen, NY",0.1854
51003010300,"Forest Lakes, Charlottesville, VA",0.1854
6053012302,"Pacific Grove, CA",0.1854
46065977800,"Pierre, SD",0.1853
48201450200,"Memorial, Houston, TX",0.1853
40153953200,"Woodward, OK",0.1853
6079012702,"Santa Margarita, CA",0.1852
48167726000,"Galveston, TX",0.1852
22103041003,"Slidell, LA",0.1852
13237960300,"Eatonton, GA",0.1852
47165021105,"Hendersonville, TN",0.1852
2090001300,"Fairbanks, AK",0.1851
55079120502,"Greenfield, WI",0.1851
51013101402,"Virginia Square, Arlington, VA",0.1851
22051023100,"Metairie, LA",0.1848
45079003000,"Midtown - Downtown, Columbia, SC",0.1848
6033001200,"Lower Lake, CA",0.1848
40051000500,"Chickasha, OK",0.1847
33011010900,"Nashua, NH",0.1847
27127750100,"Morgan, MN",0.1847
37193961002,"Wilkesboro, NC",0.1847
34003035100,"Montvale, NJ",0.1847
20111000200,"Emporia, KS",0.1846
34003052100,"Saddle Brook, NJ",0.1846
34003053100,"Saddle River, NJ",0.1846
39173021902,"Bowling Green, OH",0.1846
51101950102,"Aylett, VA",0.1846
26099242000,"Clinton Township, MI",0.1846
27053026714,"Osseo, MN",0.1845
55013970600,"Hertel, WI",0.1845
8069000802,"Highlander Heights, Fort Collins, CO",0.1845
51069050801,"Stephens City, VA",0.1845
8041006802,"Briargate, Colorado Springs, CO",0.1845
26077001907,"Crossroad Park, Portage, MI",0.1844
50007001000,"South End, Burlington, VT",0.1843
18097321700,"Indianapolis, IN",0.1843
37097061102,"Statesville, NC",0.1841
31153010205,"Bellevue, NE",0.184
17031070102,"Lincoln Park, Chicago, IL",0.184
51059481701,"Oakton, VA",0.1839
17111871206,"Algonquin, IL",0.1839
27037060729,"Eagan, MN",0.1839
48203020200,"Harleton, TX",0.1838
22103040605,"Covington, LA",0.1838
48231961502,"Royse City, TX",0.1838
40031002100,"Fletcher, OK",0.1836
49035101600,"Central City, Salt Lake City, UT",0.1836
12083001007,"Ocala, FL",0.1836
55133202600,"Waukesha, WI",0.1835
27109001601,"Rochester, MN",0.1835
55117000300,"Sheboygan, WI",0.1834
48231961400,"Caddo Mills, TX",0.1834
18157000200,"St. Lawrence - McAllister, Lafayette, IN",0.1834
12083001102,"Belleview, FL",0.1833
36061006000,"Midtown, New York, NY",0.1833
22101040500,"Berwick, LA",0.1833
42101038600,"Chestnut Hill, Philadelphia, PA",0.1833
53061040300,"Delta, Everett, WA",0.1832
53053940010,"Puyallup, WA",0.1832
27053021602,"Golden Valley, MN",0.1832
37023020100,"Morganton, NC",0.1831
6067008124,"Oak Creek, Citrus Heights, CA",0.1831
6111005910,"Newbury Park, Thousand Oaks, CA",0.1831
40145030508,"Broken Arrow, OK",0.1831
36117021200,"Newark, NY",0.183
8005006200,"Englewood, CO",0.183
45091061203,"Catawba, SC",0.183
48265960100,"Kerrville, TX",0.1829
6043000302,"Mariposa, CA",0.1829
28035010400,"Petal, MS",0.1829
34013021702,"Caldwell, NJ",0.1828
42069102000,"Scranton, PA",0.1828
