"tract","Name","Fraction_Single_Parents_in_2012-16"
51087200303,"Richmond, VA",0.3547
26031960800,"Wolverine, MI",0.3547
26035000400,"Farwell, MI",0.3547
22019002000,"Lake Charles, LA",0.3546
6067007432,"Antelope Oaks, Antelope, CA",0.3546
39169003500,"Wadsworth, OH",0.3546
36047003100,"Kings County, NY",0.3546
1123962501,"Jacksons' Gap, AL",0.3546
6037122120,"Sun Valley, Los Angeles, CA",0.3546
6037206010,"Central LA, Los Angeles, CA",0.3545
51143010900,"Dry Fork, VA",0.3545
25027731203,"Main South, Worcester, MA",0.3544
22033004504,"Broadmoor/Sherwood Forest, Baton Rouge, LA",0.3544
42031160700,"Rimersburg, PA",0.3544
12039020500,"Gadsden County, FL",0.3544
22005030103,"Saint Amant, LA",0.3544
42003476200,"Pittsburgh, PA",0.3544
42133020320,"Wellsville, PA",0.3544
12101032902,"Lake Bernadette, Zephyrhills, FL",0.3544
36081012601,"Queens County, NY",0.3544
2090000600,"Fairbanks, AK",0.3543
29510127200,"Southwest Garden, St. Louis, MO",0.3543
6037620521,"North Redondo, Redondo Beach, CA",0.3543
6023010901,"Fortuna, CA",0.3543
42043022900,"Steelton, PA",0.3543
51770001200,"Old Southwest, Roanoke, VA",0.3543
6061020107,"Kings Beach, CA",0.3543
48201241000,"Greengate Place, Spring, TX",0.3543
40139950700,"Guymon, OK",0.3543
51810045405,"Virginia Beach, VA",0.3543
39101000502,"Marion, OH",0.3543
24005402407,"Windsor Mill, Milford Mill, MD",0.3542
28067950301,"Soso, MS",0.3542
26019000100,"Interlochen, MI",0.3542
27053105400,"Central Minneapolis, Minneapolis, MN",0.3542
35001004752,"Eagle Ranch, Albuquerque, NM",0.3542
24021773500,"Walkersville, MD",0.3541
48113014702,"Irving, TX",0.3541
27123042601,"North Saint Paul, MN",0.3541
42017105807,"Fairless Hills, PA",0.3541
72051540600,"Dorado, PR",0.354
48183000501,"Longview, TX",0.354
1117030102,"Vincent, AL",0.354
42043025200,"Elizabethville, PA",0.354
6037117407,"North Hills, Los Angeles, CA",0.354
48201321600,"Wedgewood, Pasadena, TX",0.3539
6073013606,"El Cajon, CA",0.3539
51153901221,"Woodbridge, VA",0.3539
40133583900,"Wewoka, OK",0.3538
31153010627,"Omaha, NE",0.3538
54001965800,"Belington, WV",0.3538
9009125200,"Ansonia, CT",0.3538
22033004203,"Baker, LA",0.3538
21151010600,"Richmond, KY",0.3538
48167723300,"Santa Fe, TX",0.3538
48201230100,"Northeast Houston, Houston, TX",0.3538
26125120000,"Leonard, MI",0.3538
25017311600,"Highlands, Lowell, MA",0.3538
48091310604,"Canyon Lake, TX",0.3537
48113007910,"Dallas, TX",0.3537
27053026006,"Eden Prairie, MN",0.3537
12057000402,"Tampa, FL",0.3537
35061970401,"Los Lunas, NM",0.3537
48027022200,"Killeen, TX",0.3537
51013101401,"Bluemont, Arlington, VA",0.3537
47161110600,"Dover, TN",0.3537
45077010903,"Easley, SC",0.3537
48183000900,"Longview, TX",0.3537
12103025016,"Seminole, FL",0.3537
48039664200,"Freeport, TX",0.3537
42011001800,"Reading, PA",0.3537
40037020706,"Sand Springs, OK",0.3536
47145030201,"Kingston, TN",0.3536
48201533200,"Greater Inwood, Houston, TX",0.3536
48121021505,"Lewisville, TX",0.3536
13121010114,"Atlanta, GA",0.3536
42101034600,"Northeast Philadelphia, Philadelphia, PA",0.3536
1121011100,"Alpine, AL",0.3536
6097151310,"Rohnert Park, CA",0.3536
42009960300,"New Paris, PA",0.3536
1007010004,"Centreville, AL",0.3536
48113011500,"Piedmont Addition, Dallas, TX",0.3536
53015000900,"Kelso, WA",0.3535
15003007503,"Aiea, HI",0.3535
5131000501,"Fort Smith, AR",0.3535
6053010506,"Salinas, CA",0.3535
37189920601,"Boone, NC",0.3535
15003940002,"Waianae, HI",0.3534
4013420708,"The Groves, Mesa, AZ",0.3534
45045002604,"Taylors, SC",0.3534
6037432802,"El Monte City, El Monte, CA",0.3534
26081011405,"Comstock Park, MI",0.3534
49011125801,"Layton, UT",0.3534
42101001102,"Center City, Philadelphia, PA",0.3534
39061023600,"Cincinnati, OH",0.3533
6099003002,"Ceres, CA",0.3533
45023020601,"Chester, SC",0.3533
26163580200,"Wyandotte, MI",0.3532
12095016510,"Orlando, FL",0.3532
24031702301,"Silver Spring, MD",0.3532
6037102105,"Sun Valley, Los Angeles, CA",0.3532
12115001202,"Sarasota, FL",0.3532
29097011900,"Joplin, MO",0.3532
8001060200,"North Westminster, Denver, CO",0.3531
47045964600,"Dyersburg, TN",0.3531
27123041107,"New Brighton, MN",0.3531
53063011000,"Spokane, WA",0.3531
17097861201,"Round Lake Beach, IL",0.3531
29023950600,"Broseley, MO",0.3531
40113940010,"Skiatook, OK",0.353
12095016804,"Southeast Orlando, Orlando, FL",0.3529
12093910402,"Okeechobee, FL",0.3529
22043020300,"Colfax, LA",0.3529
39003010600,"Spencerville, OH",0.3529
26125192800,"Rochester, MI",0.3529
41039004501,"West Eugene, Eugene, OR",0.3529
12099007758,"Wellington, FL",0.3529
37195000900,"Black Creek, NC",0.3529
26081011500,"Alpine Center, Grand Rapids, MI",0.3528
17201001700,"Rockford, IL",0.3528
21149970100,"Calhoun, KY",0.3528
6037402501,"Westmont, Pomona, CA",0.3528
37111970600,"Marion, NC",0.3528
51161031102,"Vinton, VA",0.3528
48439100400,"North Side, Fort Worth, TX",0.3528
25025051200,"Jeffries Point, Boston, MA",0.3527
8099000600,"Holly, CO",0.3527
24027606901,"Savage, Jessup, MD",0.3527
12099000101,"Jupiter, FL",0.3527
37031970805,"Carteret County, NC",0.3527
21009950300,"Park City, KY",0.3527
19135070100,"Albia, IA",0.3527
51125950300,"Roseland, VA",0.3527
39043040200,"Vermilion, OH",0.3527
33015003701,"Londonderry, Londonderry, NH",0.3527
2150000100,"Kodiak, AK",0.3526
27053025601,"West Bloomington, Bloomington, MN",0.3526
39135470102,"Camden, OH",0.3526
26163523800,"Mexicantown - Southwest Detroit, Detroit, MI",0.3526
8069000801,"University Acres, Fort Collins, CO",0.3525
6089010400,"Breslauer, Redding, CA",0.3525
6087100200,"Santa Cruz, CA",0.3525
21111011112,"Louisville, KY",0.3525
47093001600,"Knoxville, TN",0.3525
26121001901,"Muskegon, MI",0.3525
48139060500,"Waxahachie, TX",0.3525
48121020204,"Sanger, TX",0.3525
17031170300,"Dunning, Chicago, IL",0.3525
8005080700,"Utah Park, Aurora, CO",0.3524
36001001500,"Pine Hills, Albany, NY",0.3524
53053070403,"Orting, WA",0.3524
6037910601,"Palmdale, CA",0.3524
4013319903,"South Tempe, Tempe, AZ",0.3523
26049012007,"Flint, MI",0.3523
54043955800,"Ranger, WV",0.3523
21235920300,"Corbin, KY",0.3523
55115100200,"Shawano, WI",0.3523
36119008000,"Port Chester, NY",0.3523
12087971900,"Key West, FL",0.3523
23011010802,"West Gardiner, ME",0.3523
36103159512,"Mastic Beach, NY",0.3522
6095250300,"Vallejo, CA",0.3522
48201553001,"Oak Creek Village, Houston, TX",0.3522
41011000400,"North Bend, OR",0.3522
6073013907,"Spring Valley, CA",0.3522
42129801900,"Greensburg, PA",0.3522
18141002200,"Westside, South Bend, IN",0.3522
25017352700,"Wellington-Harrington, Cambridge, MA",0.3522
24035810100,"Chestertown, MD",0.3522
19015020500,"Madrid, IA",0.3522
31147968600,"Falls City, NE",0.3521
47063100800,"Morristown, TN",0.3521
13243790100,"Randolph County, GA",0.3521
40047000600,"Enid, OK",0.3521
48355005410,"South Side, Corpus Christi, TX",0.352
46099000500,"Sioux Falls, SD",0.352
8005086600,"Heritage Eagle Bend, Aurora, CO",0.352
55139002400,"Neenah, WI",0.352
48249950600,"Alice, TX",0.352
47019070900,"Johnson City, TN",0.3519
53077000901,"Yakima, WA",0.3519
32003003640,"North Las Vegas, NV",0.3519
6081610400,"Friendly Acres, Redwood City, CA",0.3519
15007040604,"Koloa, HI",0.3519
26063950300,"Kinde, MI",0.3519
55041950200,"Laona, WI",0.3519
40071000100,"Ponca City, OK",0.3518
12099007203,"Boca Raton, FL",0.3518
48121021744,"Lewisville, TX",0.3518
53053071309,"Puyallup, WA",0.3518
13001950500,"Baxley, GA",0.3518
34023007908,"Parlin, Old Bridge Township, NJ",0.3518
37119001921,"Idlewild South, Charlotte, NC",0.3518
48439110402,"Fort Worth, TX",0.3518
39097040400,"West Jefferson, OH",0.3518
48439111203,"Garden Acres Area, Burleson, TX",0.3517
18055955400,"Bloomfield, IN",0.3517
22031950100,"Stonewall, LA",0.3517
6061020717,"Olympus Pointe, Roseville, CA",0.3517
36065021302,"Utica, NY",0.3516
6037535802,"South Gate, CA",0.3515
42039110600,"Crawford County, PA",0.3515
47099960401,"Lawrenceburg, TN",0.3515
26163583600,"Taylor, MI",0.3515
12097040802,"Kissimmee, FL",0.3515
36075021104,"Fulton, NY",0.3515
6037462002,"North Central, Pasadena, CA",0.3515
37115010700,"Mars Hill, NC",0.3515
39035178204,"Parma Heights, OH",0.3515
39089751600,"Newark, OH",0.3514
18063210900,"Plainfield, IN",0.3514
6111004000,"Blackstock North, Oxnard, CA",0.3514
37193961002,"Wilkesboro, NC",0.3514
48113014136,"Las Colinas, Irving, TX",0.3514
48083950600,"Coleman, TX",0.3514
17181950300,"Jonesboro, IL",0.3514
36047027600,"Kings County, NY",0.3514
48327950300,"Menard, TX",0.3514
37061090600,"Chinquapin, NC",0.3514
6103000900,"Los Molinos, CA",0.3514
39007000900,"Geneva, OH",0.3513
42091204008,"Conshohocken, PA",0.3513
45063020507,"Lexington, SC",0.3513
48201322900,"Pasadena Gardens, Pasadena, TX",0.3513
12011020320,"Maplewood, Coral Springs, FL",0.3512
36067015400,"Minoa, NY",0.3512
36075020902,"Pennellville, NY",0.3512
6037552900,"Norwalk, CA",0.3512
37057062001,"Denton, NC",0.3512
48141010329,"Sun Ridge North, El Paso, TX",0.3512
18049953300,"Kewanna, IN",0.3512
40079040303,"Spiro, OK",0.3511
6073000800,"North Park, San Diego, CA",0.3511
39031961700,"Coshocton, OH",0.3511
47037015625,"Hermitage, Nashville, TN",0.3511
18063210607,"Plainfield, IN",0.3511
17195000600,"Erie, IL",0.3511
6037554900,"Artesia, CA",0.3511
5009790300,"Harrison, AR",0.351
20173008500,"Indian Hills Riverbend, Wichita, KS",0.351
37181960300,"Henderson, NC",0.351
34031175602,"Passaic, NJ",0.351
17099963000,"Peru, IL",0.351
42049011300,"Erie, PA",0.351
2150000200,"Kodiak, AK",0.3509
12071050208,"Fort Myers, FL",0.3509
47149040502,"Lascassas, TN",0.3509
1121011400,"Sylacauga, AL",0.3509
10003013613,"Wilmington, DE",0.3509
48201450400,"Memorial, Houston, TX",0.3509
8123001700,"La Salle, CO",0.3509
37179020306,"Indian Trail, NC",0.3509
48453001911,"Barton Hills, Austin, TX",0.3508
37067002807,"Rural Hall, NC",0.3508
48201221300,"North Houston, Houston, TX",0.3508
6073020209,"Midway, Escondido, CA",0.3508
1043965200,"Cullman, AL",0.3508
22109001100,"Montegut, LA",0.3507
42069102200,"Scranton, PA",0.3507
36047118202,"Kings County, NY",0.3507
22033004603,"Zachary, LA",0.3507
53037975600,"Ellensburg, WA",0.3507
48029181716,"Far West Side, San Antonio, TX",0.3507
8005083900,"Meadow Hills, Aurora, CO",0.3507
40123089000,"Ada, OK",0.3506
53035090101,"Kingston, WA",0.3506
13131950600,"Cairo, GA",0.3506
6037186403,"Atwater Village, Los Angeles, CA",0.3506
22087030500,"Arabi, LA",0.3506
34003018100,"Fairview, NJ",0.3506
28127950400,"Magee, MS",0.3506
28035000700,"Hattiesburg, MS",0.3505
53037975500,"Ellensburg, WA",0.3505
18141012300,"Lakeville, IN",0.3505
13135050532,"Lawrenceville, GA",0.3505
26125131400,"Highland Charter Township, MI",0.3505
41059951200,"Hermiston, OR",0.3505
72033020500,"Catano, PR",0.3505
6093001200,"McCloud, CA",0.3504
26035000700,"Farwell, MI",0.3504
36001000403,"Melrose, Albany, NY",0.3504
29143960500,"Gideon, MO",0.3504
48365950400,"Carthage, TX",0.3504
37093970202,"Raeford, NC",0.3503
41065970800,"Maupin, OR",0.3503
36111950300,"Saugerties, NY",0.3503
6079012304,"Arroyo Grande, CA",0.3503
32031002615,"North Valleys, Reno, NV",0.3503
6037463601,"Pasadena, CA",0.3503
13229960200,"Mershon, GA",0.3503
27027020100,"Moorhead, MN",0.3502
6037900103,"Lancaster, CA",0.3502
30031000600,"Bozeman, MT",0.3502
49053270700,"St. George, UT",0.3502
55039040900,"Fond du Lac, WI",0.3501
22051025104,"Gretna, LA",0.3501
51031020402,"Forest, VA",0.3501
55141010600,"Marshfield, WI",0.3501
26111291601,"Sanford, MI",0.35
32003003621,"North Las Vegas, NV",0.35
6037402706,"Westmont, Pomona, CA",0.35
55079019300,"Fairview, Milwaukee, WI",0.35
12063210200,"Campbellton, FL",0.35
39017010907,"Fairfield, OH",0.35
36059303600,"Mineola, NY",0.3499
36105950200,"Livingston Manor, NY",0.3499
12071040210,"Richmond, Lehigh Acres, FL",0.3498
6073008329,"Carmel Valley, San Diego, CA",0.3498
1095030600,"Guntersville, AL",0.3498
28007060100,"McCool, MS",0.3498
25009202102,"Swampscott, MA",0.3498
9009184700,"Branford, CT",0.3498
39035172102,"Mayfield Heights, OH",0.3498
40137000400,"Duncan, OK",0.3497
24033801006,"Upper Marlboro, MD",0.3497
22007050300,"Napoleonville, LA",0.3497
6059042334,"Laguna Niguel, CA",0.3497
13137000500,"Demorest, GA",0.3497
42003270800,"Brighton Heights, Pittsburgh, PA",0.3497
6001407800,"Maxwell Park, Oakland, CA",0.3497
42041011002,"Camp Hill, PA",0.3497
48489950400,"Raymondville, TX",0.3497
4013110400,"Encanto Village, Phoenix, AZ",0.3496
40097040200,"Pryor, OK",0.3496
1073011001,"Leeds, AL",0.3496
51187020300,"Front Royal, VA",0.3496
35061970405,"Los Lunas, NM",0.3496
8014030300,"Broomfield, CO",0.3496
36065021701,"Utica, NY",0.3496
27083360400,"Marshall, MN",0.3496
35045942801,"Shiprock, NM",0.3495
6065042728,"Romoland, Menifee, CA",0.3495
39011040300,"Wapakoneta, OH",0.3495
45041002202,"Lake City, SC",0.3495
6073019002,"Fallbrook, CA",0.3495
41051008201,"Southeast Portland, Portland, OR",0.3495
18095001400,"Anderson, IN",0.3495
41059951300,"Stanfield, OR",0.3495
6065041906,"Corona, CA",0.3495
37155962002,"Maxton, NC",0.3494
6053000102,"Salinas, CA",0.3494
36013036902,"Bemus Point, NY",0.3494
6059075515,"Tustin, CA",0.3494
6037123510,"Van Nuys, Los Angeles, CA",0.3494
6071000403,"Chino, CA",0.3494
28091950200,"Foxworth, MS",0.3494
6037533805,"Bell, CA",0.3494
6031001601,"Stratford, CA",0.3493
18089020900,"Hammond, IN",0.3493
39099812301,"Youngstown, OH",0.3493
12001001517,"Gainesville, FL",0.3493
48485012400,"Wichita Falls, TX",0.3493
28147950100,"Tylertown, MS",0.3492
37147001302,"Winterville, NC",0.3492
1083020402,"Athens, AL",0.3492
37057060101,"Laurel Oak Ranch, High Point, NC",0.3492
48453002436,"Austin, TX",0.3492
45063020705,"Gaston, SC",0.3492
9009345201,"Naugatuck, CT",0.3492
25025080900,"Mission Hill, Boston, MA",0.3491
36063020500,"Niagara Falls, NY",0.3491
16055940000,"Worley, ID",0.3491
6073013908,"Spring Valley, CA",0.3491
48113010701,"Oak Cliff, Dallas, TX",0.3491
49011126700,"Bountiful, UT",0.349
42027011502,"State College, PA",0.349
24025302902,"Aberdeen, MD",0.349
9001080700,"Stratford, CT",0.349
18151971400,"Angola, IN",0.349
21111011109,"Jeffersontown, KY",0.3489
53033009500,"Mount Baker, Seattle, WA",0.3489
39061011100,"College Hill, Cincinnati, OH",0.3489
8015000100,"Salida, CO",0.3489
6073013102,"Chula Vista, CA",0.3489
48409010900,"Sinton, TX",0.3489
45045002903,"Mauldin, SC",0.3489
25027716300,"Clinton, Clinton, MA",0.3488
5143010401,"Springdale, AR",0.3488
42045400802,"Drexel Hill, Upper Darby, PA",0.3488
39009973200,"Athens, OH",0.3488
6007003200,"Palermo, CA",0.3488
47181950400,"Cypress Inn, TN",0.3488
26163575100,"Dearborn, MI",0.3488
42017105704,"Morrisville, PA",0.3488
16019971301,"Idaho Falls, ID",0.3487
31055007463,"Millard, Omaha, NE",0.3487
6071001600,"Ontario, CA",0.3487
35001000114,"Matheson Park, Albuquerque, NM",0.3487
53067012730,"Rochester, WA",0.3487
17039971800,"Clinton, IL",0.3487
17031809400,"Evanston, IL",0.3487
24510280401,"Baltimore, MD",0.3487
34017002200,"Historic Downtown, Jersey City, NJ",0.3487
48113016201,"Grand Prairie, TX",0.3487
29043020205,"Nixa, MO",0.3487
12103022100,"United Central, Saint Petersburg, FL",0.3487
17097861510,"Gurnee, IL",0.3486
6049000100,"Alturas, CA",0.3486
48453002433,"Del Valle, TX",0.3486
48029121906,"Far North Central, San Antonio, TX",0.3486
8005006856,"Englewood, CO",0.3486
26007000600,"Alpena, MI",0.3485
12049970400,"Wauchula, FL",0.3485
8069002802,"Estes Park, CO",0.3485
40013796100,"Durant, OK",0.3484
32003003618,"North Las Vegas, NV",0.3484
42077005704,"Fullerton, PA",0.3484
29177080300,"Orrick, MO",0.3484
37099950200,"Sylva, NC",0.3484
22011960400,"DeRidder, LA",0.3483
51061930302,"Warrenton, VA",0.3483
8069001704,"Loveland, CO",0.3483
55023960100,"Soldiers Grove, WI",0.3483
6073020806,"Ramona, Ramona, CA",0.3483
48329000100,"Hollandale Heights, Midland, TX",0.3483
47037010502,"Nashville, TN",0.3483
23017965900,"Bethel, ME",0.3482
12086009028,"Miami, FL",0.3481
48201552602,"Cypress Forest, Houston, TX",0.3481
37067003803,"Winston-Salem, NC",0.3481
6079012402,"Nipomo, CA",0.3481
51059482301,"Reston, VA",0.3481
36003951000,"Wellsville, NY",0.348
51810046213,"Virginia Beach, VA",0.348
48113017102,"Dallas, TX",0.348
48113014131,"Valley Ranch, Irving, TX",0.348
29213480202,"Walnut Shade, MO",0.348
48113019018,"Lake Highlands, Dallas, TX",0.3479
17031700401,"South Side, Chicago, IL",0.3479
17161021100,"Moline, IL",0.3479
39135420100,"Lewisburg, OH",0.3479
20177003700,"Topeka, KS",0.3479
36061012400,"Lenox Hill, New York, NY",0.3479
6031001401,"Corcoran, CA",0.3479
34011010800,"Bridgeton, NJ",0.3478
45031010200,"Hartsville, SC",0.3478
4013420800,"Mesa, AZ",0.3478
39155921400,"Warren, OH",0.3478
51153901212,"Dale City, VA",0.3478
39049009495,"South Columbus, Columbus, OH",0.3478
22071013600,"St. Claude, New Orleans, LA",0.3478
48029121501,"Northeast Side, Live Oak, TX",0.3477
8059009849,"Lakota Hills, Golden, CO",0.3477
51059451601,"Bailey's Crossroads, VA",0.3477
32003004707,"Las Vegas, NV",0.3477
22033003702,"Broadmoor/Sherwood Forest, Baton Rouge, LA",0.3477
17177000100,"Rock City, IL",0.3477
24005440200,"Nottingham, MD",0.3477
47053966200,"Dyer, TN",0.3476
53067011621,"Lacey, WA",0.3476
40109108302,"Northeast Oklahoma City, Oklahoma City, OK",0.3476
24017851002,"La Plata, MD",0.3476
6073017701,"Encinitas, CA",0.3476
17131040300,"Aledo, IL",0.3476
6085506503,"Downtown, Campbell, CA",0.3476
21119960400,"Topmost, KY",0.3476
48201550601,"Rushwood, Houston, TX",0.3475
13121004900,"Grant Park, Atlanta, GA",0.3475
46013951600,"Aberdeen, SD",0.3475
21165960200,"Frenchburg, KY",0.3475
19013001502,"Waterloo, IA",0.3475
27119020600,"Crookston, MN",0.3475
40071001200,"Newkirk, OK",0.3474
24021753002,"Thurmont, MD",0.3474
12083000402,"Fort McCoy, FL",0.3474
12086012900,"Hialeah, FL",0.3474
42101031402,"Oxford Circle/ Castor, Philadelphia, PA",0.3474
17031191302,"Belmont Central, Chicago, IL",0.3473
47037015900,"South Nashville, Nashville, TN",0.3473
49035102600,"Poplar Grove, Salt Lake City, UT",0.3473
36055014804,"Hilton, NY",0.3473
36081055100,"Queens County, NY",0.3472
5005950800,"Mountain Home, AR",0.3472
42005951600,"Apollo, PA",0.3472
47037010701,"Madison, Nashville, TN",0.3472
48201422401,"Southwest Houston, Houston, TX",0.3472
51059450602,"Falls Church, VA",0.3472
17043840910,"Glen Ellyn, IL",0.3471
26163583300,"Taylor, MI",0.3471
5079960500,"Star City, AR",0.3471
54107000400,"Parkersburg, WV",0.347
22051026400,"Marrero, LA",0.347
22011960600,"Merryville, LA",0.347
47037019116,"The Woodlands, Nashville, TN",0.347
47135930200,"Linden, TN",0.347
26099230000,"Sterling Heights, MI",0.347
20173003100,"Stanley/Aley, Wichita, KS",0.347
4009961500,"Safford, AZ",0.347
47013950500,"Jacksboro, TN",0.347
22033003805,"Baton Rouge, LA",0.347
6083000200,"Hitchcock, Santa Barbara, CA",0.3469
30013001900,"Great Falls, MT",0.3469
26127010300,"New Era, MI",0.3469
39087050700,"Ironton, OH",0.3469
34007607402,"Somerdale, NJ",0.3469
48027022103,"Killeen, TX",0.3469
35061970101,"Los Lunas, NM",0.3469
42045407501,"Media, PA",0.3469
31153010503,"Omaha, NE",0.3469
18169102600,"Wabash, IN",0.3469
35009000304,"Clovis, NM",0.3469
36009960800,"Franklinville, NY",0.3469
55093960100,"Spring Valley, WI",0.3469
23001046000,"Greene, ME",0.3469
51019030604,"Vinton, VA",0.3468
44007003300,"Hope, Providence, RI",0.3468
36081118500,"Queens County, NY",0.3468
39063000400,"Findlay, OH",0.3468
36071001500,"Middletown, NY",0.3468
39113140100,"Brookville, OH",0.3468
22019003500,"Vinton, LA",0.3467
22019003000,"Sulphur, LA",0.3467
48253020101,"Ft. Phantom Area, Abilene, TX",0.3467
23029956100,"Machiasport, ME",0.3467
25027735100,"Leicester, MA",0.3467
36081086400,"Queens County, NY",0.3467
12031016728,"Southside, Jacksonville, FL",0.3466
13121009502,"Buckhead, Atlanta, GA",0.3466
22017025100,"Mira, LA",0.3466
8067940300,"Ignacio, CO",0.3465
15003009608,"Waianae, HI",0.3465
42107002400,"New Philadelphia, PA",0.3465
45079011606,"Columbia, SC",0.3465
21007950100,"La Center, KY",0.3465
39087050200,"Ironton, OH",0.3465
40141070500,"Grandfield, OK",0.3464
24045010501,"Fruitland, MD",0.3464
39005970600,"Ashland, OH",0.3463
6065031401,"Ramona, Riverside, CA",0.3463
48467950200,"Grand Saline, TX",0.3463
48251130214,"Joshua, TX",0.3463
37019020204,"Southport, NC",0.3463
6065045108,"Palm Desert, CA",0.3463
6087110502,"Watsonville, CA",0.3463
36103146106,"Brentwood, NY",0.3463
12057013804,"Concerned Citizens of Gibsonton Area, Gibsonton, FL",0.3463
26099254200,"Fraser, MI",0.3463
6037700300,"Central LA, West Hollywood, CA",0.3462
47125100100,"Clarksville, TN",0.3462
5067480100,"Tuckerman, AR",0.3462
25023511701,"Brockton, MA",0.3462
6059099512,"Old Towne, Seal Beach, CA",0.3462
42055011800,"Greencastle, PA",0.3462
26081011301,"Northview, Grand Rapids, MI",0.3462
4013614800,"Deer Valley, Phoenix, AZ",0.3462
42003430200,"West View, PA",0.3462
37133000403,"North Topsail Beach, NC",0.3462
37071031302,"Lowell, NC",0.3462
29127960300,"Palmyra, MO",0.3462
42051261100,"Fayette City, PA",0.3462
12097043500,"Saint Cloud, FL",0.3462
48323950300,"Eagle Pass, TX",0.3461
13121010301,"Cliftondale, Atlanta, GA",0.3461
48201543200,"Houston, TX",0.3461
42133022300,"Hanover, PA",0.346
6113011103,"Woodland, CA",0.346
48439113923,"Fossil Park, Fort Worth, TX",0.346
6037530902,"Los Angeles, CA",0.346
22113950901,"Abbeville, LA",0.346
36055011605,"Penfield, NY",0.346
12057011411,"Citrus Park Community, Tampa, FL",0.346
51097950500,"Shacklefords, VA",0.3459
36103145808,"Ronkonkoma, NY",0.3459
55069960800,"Merrill, WI",0.3459
13129970500,"Calhoun, GA",0.3459
4015953200,"Lake Havasu City, AZ",0.3459
39005971100,"Loudonville, OH",0.3459
11001007200,"Capitol Riverfront, Washington, DC",0.3459
40109104200,"Central Oklahoma City, Oklahoma City, OK",0.3458
26133970200,"Tustin, MI",0.3458
17031720700,"Beverly, Chicago, IL",0.3458
26151970600,"Lexington, MI",0.3458
25009218100,"Manchester-by-the-Sea, MA",0.3458
42007605600,"Rochester, PA",0.3457
53063011400,"Spokane Valley, WA",0.3457
22057021602,"Lockport, LA",0.3457
37119001200,"Country Club Heights, Charlotte, NC",0.3457
37077970701,"Stem, NC",0.3457
12021010411,"Naples, FL",0.3457
29169470102,"Crocker, MO",0.3457
38035011000,"Grand Forks, ND",0.3457
6007001200,"Chico, CA",0.3457
39101001100,"Marion, OH",0.3457
36029013300,"Hamburg, NY",0.3456
21067004103,"Lexington, KY",0.3456
29099700206,"High Ridge, MO",0.3456
26123970900,"Newaygo, MI",0.3456
5131001202,"Fort Smith, AR",0.3456
6089011402,"Pacheco, Redding, CA",0.3455
48133950300,"Cisco, TX",0.3455
34025808402,"Belmar, NJ",0.3455
34025805700,"Long Branch, NJ",0.3455
32003002980,"Las Vegas, NV",0.3455
13015960300,"Kingston, GA",0.3454
47165021106,"Hendersonville, TN",0.3453
28023950200,"Stonewall, MS",0.3453
13213010400,"Chatsworth, GA",0.3453
50019951800,"Barton, VT",0.3453
17031300600,"Little Village, Chicago, IL",0.3453
6019004405,"Fresno, CA",0.3453
49035103000,"Central City, Salt Lake City, UT",0.3452
42037050900,"Bloomsburg, PA",0.3452
1045021102,"Daleville, AL",0.3452
6095251300,"Vallejo, CA",0.3452
48113009604,"North Dallas, Dallas, TX",0.3452
34015500300,"National Park, NJ",0.3452
26163572900,"Dearborn Heights, MI",0.3451
51081880101,"Emporia, VA",0.345
53011040709,"Orchards Area Concerned Citizens, Vancouver, WA",0.345
39153520201,"Cuyahoga Falls, OH",0.345
27129790100,"Buffalo Lake, MN",0.345
12043000200,"Moore Haven, FL",0.345
27141030502,"Elk River, MN",0.345
48355001701,"Central City, Corpus Christi, TX",0.345
31055004500,"Central Omaha, Omaha, NE",0.345
20161000200,"Manhattan, KS",0.345
39013011200,"Bellaire, OH",0.3449
26163554100,"Redford Charter Township, MI",0.3449
37035010600,"Hickory, NC",0.3449
16049960400,"Riggins, ID",0.3448
24025306100,"Havre de Grace, MD",0.3448
38059020100,"Mandan, ND",0.3448
1055000600,"Gadsden, AL",0.3448
6037901011,"Lancaster, CA",0.3448
17031160501,"Irving Park, Chicago, IL",0.3448
26005030703,"Fennville, MI",0.3447
24027602306,"Dunloggin, Ellicott City, MD",0.3447
24003701400,"Harwood, MD",0.3447
48141004202,"Ranchland West, El Paso, TX",0.3447
18163003500,"Evansville, IN",0.3447
39153502800,"Goodyear Heights, Akron, OH",0.3447
42105950300,"Coudersport, PA",0.3447
27053025702,"West Bloomington, Bloomington, MN",0.3447
16005000600,"Pocatello, ID",0.3447
36103159408,"Shirley, NY",0.3446
53009000600,"Port Angeles, WA",0.3446
40109108802,"Choctaw, OK",0.3446
34017000200,"The Heights, Jersey City, NJ",0.3446
26161415400,"Carpenter, Ann Arbor, MI",0.3446
36055010500,"West Irondequoit, Rochester, NY",0.3446
12085000300,"Stuart, FL",0.3446
17195001100,"Sterling, IL",0.3445
18067001500,"Indian Heights, Kokomo, IN",0.3445
56007967800,"Rawlins, WY",0.3445
20195955800,"WaKeeney, KS",0.3445
40023966900,"Fort Towson, OK",0.3444
28075010500,"Meridian, MS",0.3444
36001014001,"Albany, NY",0.3444
41035971400,"Klamath Falls, OR",0.3444
48029141900,"San Antonio, TX",0.3444
48457950300,"Woodville, TX",0.3444
47085130300,"Waverly, TN",0.3444
17163503413,"Fairview Heights, IL",0.3444
42003455000,"Oakdale, PA",0.3444
34017016500,"Union City, NJ",0.3444
