"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall"
13121010204,"Sandy Springs, GA",71664
6037670324,"Palos Verdes Estates, CA",71653
6013352102,"Moraga, CA",71650
17031823904,"Palos Heights, IL",71645
26163550600,"Grosse Pointe Farms, MI",71621
36059415101,"Merrick, NY",71592
20091053302,"Leawood South, Leawood, KS",71592
20091053009,"White Fox Estates, Overland Park, KS",71587
42029300202,"Berwyn, PA",71582
36119012502,"South Salem, NY",71579
36087013001,"Orangeburg, NY",71576
24031701306,"Olney, MD",71570
36103169703,"Baiting Hollow, NY",71562
25017374400,"West Newton, Newton, MA",71560
6037108202,"Northridge, Los Angeles, CA",71554
48491020315,"Cedar Park, TX",71553
27053026610,"Plymouth, MN",71547
36119012200,"Pleasantville, NY",71546
6081609900,"Mount Carmel, Redwood City, CA",71530
51059492201,"Fairfax Station, VA",71522
17031802607,"Prospect Heights, IL",71517
13121011624,"Johns Creek, GA",71517
13089020100,"Morningside-Lenox Park, Atlanta, GA",71501
10005051203,"Bethany Beach, DE",71495
27163071006,"Woodbury, MN",71479
17089854800,"Geneva, IL",71469
25017383902,"Framingham, MA",71469
36103145803,"Hauppauge, NY",71465
34013013400,"Nutley, NJ",71460
34003043001,"Park Ridge, NJ",71456
17031800500,"Winnetka, IL",71455
11001000901,"Northwest Washington, Washington, DC",71451
17031803010,"Buffalo Grove, IL",71449
36059522700,"Seaford, NY",71448
9003462102,"Avon, CT",71442
48329010108,"Saddle Club South, Midland, TX",71442
25021406101,"Medfield, Medfield, MA",71430
8005006705,"Englewood, CO",71420
36059410600,"Valley Stream, NY",71412
36103111802,"East Northport, NY",71408
36119014809,"Yorktown Heights, NY",71407
42045407805,"Springfield, PA",71402
36119014909,"Westchester County, NY",71395
24031700606,"North Potomac, MD",71382
48003950100,"Andrews, TX",71376
29095008500,"South Kansas City, Kansas City, MO",71373
34035052400,"Basking Ridge, Bernards, NJ",71365
6081605000,"Mills Estates, Burlingame, CA",71365
36103134904,"Smithtown, NY",71364
42091200104,"Montgomery County, PA",71360
51059480300,"McLean, VA",71352
25025110601,"Brook Farm, Boston, MA",71348
19153011026,"West Des Moines, IA",71342
51107611209,"Sterling, VA",71335
36081150702,"Queens County, NY",71310
27053026014,"Eden Prairie, MN",71308
34003058100,"Township of Washington, NJ",71300
36081142900,"Queens County, NY",71294
6013352201,"Corliss, Moraga, CA",71292
9001020200,"North Stamford, Stamford, CT",71280
20091053422,"St. Andrews Place, Overland Park, KS",71269
42091201409,"Maple Glen, PA",71261
34027041500,"Denville, NJ",71259
17031740200,"Mount Greenwood, Chicago, IL",71256
39041011412,"Dublin, OH",71255
36119013103,"Millwood, NY",71251
36081098700,"Queens County, NY",71243
17097864700,"Highland Park, IL",71237
25017338500,"Winchester, MA",71232
34039037100,"Cranford, NJ",71228
36059416900,"Lido Beach, NY",71227
24005408502,"Lutherville, Lutherville-Timonium, MD",71227
34031246202,"Wayne, NJ",71222
48439110808,"Markum Ranch, Fort Worth, TX",71222
17097864402,"Hawthorn Woods, IL",71220
17031804106,"Palatine, IL",71217
42029302804,"West Chester, PA",71212
40143007637,"Southern Woods Estate, Tulsa, OK",71205
25009209200,"Lynnfield, MA",71203
17031823801,"Palos Park, IL",71201
36059411800,"Lynbrook, NY",71192
51013101601,"North Highland, Arlington, VA",71184
17031081202,"Gold Coast, Chicago, IL",71179
25027739500,"Shrewsbury, MA",71168
36081105900,"Queens County, NY",71167
6001404200,"Upper Rockridge, Oakland, CA",71160
36059303800,"Carle Place, NY",71153
6001443301,"Warm Springs, Fremont, CA",71152
17031802801,"Arlington Heights, IL",71150
25017373500,"Newton Corner, Newton, MA",71141
36081111300,"Queens County, NY",71140
26163556400,"Livonia, MI",71131
36059408400,"Merrick, NY",71130
8035014109,"Northridge, Littleton, CO",71129
9001010202,"Cos Cob, Greenwich, CT",71123
17031804105,"Winston Knolls, Hoffman Estates, IL",71102
36119006900,"Larchmont, NY",71101
36103110200,"Huntington, NY",71101
25023506202,"Marshfield, MA",71059
25021412100,"Westwood, MA",71047
36103147803,"Sayville, NY",71029
42091200305,"Hatboro, PA",71029
34027044404,"White Meadow Lake, Rockaway, NJ",71023
36059408100,"East Meadow, NY",71019
6111007406,"Oak Park, CA",71012
36047064400,"Kings County, NY",71010
6041118100,"San Anselmo, CA",71007
34023002102,"Metuchen, NJ",71005
25017338300,"Winchester, MA",70976
17043845100,"Clarendon Hills, IL",70970
17031801601,"Northbrook, IL",70963
48201451601,"George Bush Park/Eldridge, Houston, TX",70960
17097864518,"Buffalo Grove, IL",70959
25021416400,"Milton, MA",70958
13121011425,"Johns Creek, GA",70957
17197883216,"Shorewood, IL",70946
36119013202,"Briarcliff Manor, NY",70945
34027045701,"Randolph, NJ",70943
25017382100,"Natick, MA",70940
9001020300,"North Stamford, Stamford, CT",70932
36059405700,"Franklin Square, NY",70929
8005006712,"Greenwood Village, CO",70924
34027043900,"Chatham Township, NJ",70920
42091201406,"Dresher, PA",70919
6085507002,"Los Gatos, CA",70913
36005044902,"Bronx County, NY",70913
51059432402,"Springfield, VA",70912
36103147802,"Sayville, NY",70909
17031802702,"Mount Prospect, IL",70904
49043964401,"Park City, UT",70901
6013346203,"Danville, CA",70897
6001451102,"Livermore, CA",70892
36059406001,"West Hempstead, NY",70886
27037060742,"Burnsville, MN",70880
48121021800,"Frisco, TX",70878
17031803005,"Arlington Heights, IL",70870
36103112103,"Commack, NY",70862
36103146704,"West Islip, NY",70861
34039032902,"Union, NJ",70860
17031824117,"Tinley Park, IL",70834
25017332100,"Burlington, MA",70830
6059062642,"Corona Del Mar, Newport Beach, CA",70827
21067004006,"Hartland Homeowners, Lexington, KY",70826
25017337102,"Stoneham, MA",70822
48157673003,"Katy, TX",70820
9001035400,"New Canaan, CT",70814
6081604700,"Millbrae, CA",70806
24031705901,"Bethesda, MD",70756
51107611208,"Sterling, VA",70742
34005704014,"Evesham Township, NJ",70738
6085510002,"South Los Altos, Los Altos, CA",70733
6001450752,"Dublin, CA",70732
34023001001,"South Plainfield, NJ",70729
48121021720,"Flower Mound, TX",70727
24005408302,"Lutherville-Timonium, MD",70719
36103135303,"Smithtown, NY",70715
34013021300,"Cedar Grove, NJ",70712
48201454700,"Nottingham Country, Katy, TX",70711
34013013800,"Nutley, NJ",70710
36085027900,"Richmond County, NY",70709
6085509901,"Blossom Valley, Mountain View, CA",70698
36059303700,"Mineola, NY",70683
17031824114,"Orland Park, IL",70683
34039038101,"New Providence, NJ",70683
34003042302,"Paramus, NJ",70682
34027041803,"Parsippany, Parsippany-Troy Hills, NJ",70679
17197881002,"Lockport, IL",70676
25017365202,"Sudbury, MA",70673
34035052603,"Basking Ridge, Bernards, NJ",70668
25025130300,"West Roxbury, Boston, MA",70663
48113007605,"Northwest Dallas, Dallas, TX",70659
17097864901,"Deerfield, IL",70648
37183053603,"Cary, NC",70647
17031822802,"Oak Lawn, IL",70647
25027742401,"Westborough, MA",70643
53033025003,"Cougar Mountain, Bellevue, WA",70630
36085005900,"Richmond County, NY",70619
34027045502,"Ledgewood, Roxbury Township, NJ",70611
24005404900,"Owings Mills, MD",70599
36061014000,"Upper East Side, New York, NY",70593
51059482503,"Chantilly Highlands, Herndon, VA",70591
48201411100,"River Oaks, Houston, TX",70587
6001443200,"Vineyards - Avalon, Fremont, CA",70576
36085020804,"Richmond County, NY",70576
34027041901,"East Hanover, NJ",70576
36059415300,"Bellmore, NY",70575
26125191300,"Rochester, MI",70574
26125137700,"Northville, MI",70570
27053027201,"Orono, MN",70569
49011126402,"Bountiful, UT",70567
6075033100,"Lakeshore, San Francisco, CA",70559
9001245100,"Ridgefield, CT",70557
25017334100,"Reading, MA",70554
27053026613,"Plymouth, MN",70554
34013020100,"Essex County, NJ",70551
48439113909,"Southlake, TX",70530
27037060813,"Lakeville, MN",70524
34003047100,"Ridgewood, NJ",70510
36059411301,"Valley Stream, NY",70507
9003497200,"West Hartford, CT",70507
34003047200,"Ridgewood, NJ",70498
36059301000,"Sands Point, NY",70477
6059021824,"Yorba Linda, CA",70465
31055007405,"West Omaha, Omaha, NE",70450
34027040801,"Montville, NJ",70425
25009254403,"Andover, MA",70417
24031705200,"Chevy Chase, MD",70410
36119010100,"Scarsdale, NY",70406
34013021803,"West Caldwell, NJ",70405
31055007513,"Elkhorn, Omaha, NE",70399
9001010201,"Greenwich, CT",70387
32007951600,"Carlin, NV",70383
25017361100,"Concord, MA",70364
34023001409,"Edison, NJ",70341
17031800300,"Winnetka, IL",70330
36085013800,"Richmond County, NY",70322
36059405302,"Franklin Square, NY",70316
6013346101,"Walnut Creek, CA",70313
6081613400,"Woodside, CA",70303
34027043100,"Madison, NJ",70295
36081063700,"Queens County, NY",70294
25017317202,"Chelmsford, MA",70293
17089854504,"Sugar Grove, IL",70291
27053026018,"Eden Prairie, MN",70286
17031803007,"Arlington Heights, IL",70285
48201450200,"Memorial, Houston, TX",70282
36103134703,"Northport, NY",70282
42017104901,"Jamison, PA",70267
36085013201,"Richmond County, NY",70263
36059408200,"East Meadow, NY",70261
27019090702,"Chanhassen, MN",70260
13121009102,"Buckhead, Atlanta, GA",70257
51059481106,"Herndon, VA",70254
34027045703,"Mount Freedom, Randolph, NJ",70254
42017105013,"Richboro, PA",70247
42129802103,"Murrysville, PA",70243
34007606200,"Haddonfield, NJ",70238
51059460400,"Tysons, VA",70227
24021752101,"Ijamsville, MD",70225
36119010702,"Scarsdale, NY",70223
51041100924,"Midlothian, VA",70219
17097864522,"Riverwoods, IL",70216
25021441202,"Wrentham, MA",70214
34027043402,"Morristown, NJ",70209
24031700101,"Gaithersburg, MD",70205
17043842708,"Glen Ellyn, IL",70204
36059518100,"East Norwich, NY",70202
31055007452,"Lake Shore, Omaha, NE",70199
36059521500,"Massapequa Park, NY",70198
34027041604,"Morris Plains, NJ",70192
34023006606,"East Brunswick, NJ",70182
27037060603,"Mendota Heights, MN",70173
6013355116,"San Ramon, CA",70166
42101000803,"Center City, Philadelphia, PA",70158
48157673901,"New Territory, Sugar Land, TX",70151
31055007443,"West Omaha, Omaha, NE",70149
36081103900,"Queens County, NY",70149
36059409700,"North Wantagh, Wantagh, NY",70148
51059471304,"Falls Church, VA",70135
34013016000,"Glen Ridge, NJ",70132
27163071010,"Woodbury, MN",70130
36103158001,"Setauket- East Setauket, NY",70127
11001001401,"Northwest Washington, Washington, DC",70126
48201431600,"Westside, Houston, TX",70122
42017105400,"Newtown, PA",70119
1073010801,"Birmingham, AL",70110
36059413300,"Oceanside, NY",70102
6037577501,"Naples, Long Beach, CA",70092
53033024903,"Somerset, Bellevue, WA",70088
34035053805,"Somerset County, NJ",70085
36005045102,"Bronx County, NY",70078
34003038300,"North Arlington, NJ",70076
25009253203,"North Andover, MA",70071
17031120100,"Forest Glen, Chicago, IL",70066
51107610503,"Leesburg, VA",70058
36081059900,"Queens County, NY",70055
6001426200,"Piedmont, CA",70053
51059480504,"Reston, VA",70050
19153011203,"Clive, IA",70037
17031824006,"Lemont, IL",70037
34027040805,"Towaco, Montville, NJ",70031
36103135201,"Commack, NY",70031
34027041602,"Morris Plains, NJ",70009
34003017400,"Fair Lawn, NJ",70009
6085511909,"South San Jose, San Jose, CA",70003
34027044101,"Millington, Long Hill, NJ",70000
48201454501,"Energy Corridor, Houston, TX",69998
26125157900,"West Bloomfield Township, MI",69993
6081613200,"Central Portola Valley, Portola Valley, CA",69991
38089963400,"Dickinson, ND",69991
48439113908,"Southlake, TX",69988
25021442201,"Franklin, MA",69983
51013100500,"Donaldson Run, Arlington, VA",69966
36047070600,"Kings County, NY",69961
48201430100,"Memorial, Houston, TX",69949
36059521601,"Massapequa Park, NY",69946
51059432600,"Springfield, VA",69943
48201431402,"Westside, Houston, TX",69936
36103110600,"Northport, NY",69927
17031824105,"Orland Park, IL",69925
51153901411,"Gainesville, VA",69914
26099215200,"Washington, MI",69906
6085511910,"South San Jose, San Jose, CA",69904
17031805600,"Park Ridge, IL",69903
29189221629,"Chesterfield, MO",69903
42045407901,"Media, PA",69901
34039036700,"Westfield, NJ",69896
9001045102,"Wilton, CT",69896
36103111704,"East Northport, NY",69895
6013347000,"Lafayette, CA",69891
25017361300,"Concord, MA",69891
51013101100,"East Falls Church, Arlington, VA",69890
31153010626,"Omaha, NE",69887
34025801300,"Red Bank, NJ",69887
51059431300,"Springfield, VA",69878
34003033100,"Maywood, NJ",69866
34035053803,"Somerset County, NJ",69856
12071040118,"The Club at Grandezza, Estero, FL",69849
27163071018,"Woodbury, MN",69849
6059042333,"Laguna Hills, CA",69828
34003035100,"Montvale, NJ",69827
38011965200,"Bowman, ND",69826
51059482303,"Reston, VA",69823
42045408400,"Haverford, PA",69819
13067030337,"Marietta, GA",69814
38059020500,"New Salem, ND",69808
45019002104,"Kiawah Island, SC",69806
6085507500,"Saratoga, CA",69797
36119002000,"Northeast Yonkers, Yonkers, NY",69796
36059412302,"Rockville Centre, NY",69790
34023001902,"Edison, NJ",69781
36047063800,"Kings County, NY",69777
42091201005,"Lansdale, PA",69771
27037060823,"Apple Valley, MN",69771
36119013700,"Ossining, NY",69770
20091053419,"Nottingham Forest South, Overland Park, KS",69764
48201542500,"Williamsburg Settlement, Katy, TX",69761
53033032214,"Sammamish, WA",69759
36119014908,"Yorktown Heights, NY",69756
53033022902,"Viewpoint, Redmond, WA",69755
36103146902,"West Islip, NY",69751
24031700826,"Gaithersburg, MD",69747
38089963300,"Richardton, ND",69744
25021415300,"Canton, MA",69743
51059431400,"West Springfield, VA",69741
34025812400,"Deal, NJ",69738
17089852102,"St. Charles, IL",69734
51107611805,"Chantilly, VA",69734
34003049002,"River Vale, NJ",69729
17031801800,"Northfield, IL",69728
25025010802,"Back Bay West, Boston, MA",69721
36059521602,"Massapequa Park, NY",69720
36081109900,"Queens County, NY",69714
34027041601,"Morris Plains, NJ",69712
17031824106,"Orland Park, IL",69712
17043841326,"West Chicago, IL",69708
6037139702,"Encino, Los Angeles, CA",69703
36081049500,"Queens County, NY",69697
8035014122,"Castle Pines Village, Castle Pines, CO",69682
48113019210,"Richardson, TX",69671
42003474201,"Pittsburgh, PA",69667
29189221624,"Ballwin, MO",69665
51107611019,"Ashburn, VA",69665
25023503101,"Hanover, MA",69658
6037700600,"Beverly Hills, CA",69656
36081089200,"Queens County, NY",69645
34003017300,"Fair Lawn, NJ",69644
27053026714,"Osseo, MN",69640
24031700828,"Gaithersburg, MD",69640
29189221201,"St. Louis, MO",69618
6041123000,"Belvedere Tiburon, Belvedere, CA",69611
6075030600,"Forest Hill Extension, San Francisco, CA",69609
13121010108,"Atlanta, GA",69605
36047075200,"Kings County, NY",69597
48157673001,"Cinco Ranch North Lake Village, Katy, TX",69596
34007606400,"Haddonfield, NJ",69593
48113007824,"Lake Highlands, Dallas, TX",69592
17089852807,"Batavia, IL",69591
25021413300,"Norwood, MA",69585
36119014811,"Yorktown Heights, NY",69581
12086007503,"Riviera, Coral Gables, FL",69579
36119009701,"White Plains, NY",69570
36059517901,"Bayville, NY",69564
6013351200,"Lafayette, CA",69563
34013021400,"Cedar Grove, NJ",69558
17043841209,"Carol Stream, IL",69555
34003049001,"River Vale, NJ",69553
6013350000,"Lafayette, CA",69550
27053026606,"Plymouth, MN",69550
34027040300,"Pompton Plains, Pequannock Township, NJ",69540
26125168400,"Northville, MI",69530
48201413201,"Braeswood Place, Houston, TX",69518
4013040525,"Sun City Grand, Surprise, AZ",69516
27037060825,"Apple Valley, MN",69508
27003050230,"Lino Lakes, MN",69507
36081157903,"Bellerose Manor, Floral Park, NY",69506
17097864407,"Lake Zurich, IL",69504
6037460800,"North Arroyo, Pasadena, CA",69488
4013216843,"North Scottsdale, Scottsdale, AZ",69482
37119003007,"Montibello, Charlotte, NC",69477
36059300400,"Great Neck, NY",69446
42091204009,"Plymouth Meeting, PA",69443
17031805109,"Arlington Heights, IL",69439
36059413200,"Oceanside, NY",69438
42029304405,"Downingtown, PA",69426
36059408600,"Levittown, NY",69423
48201450100,"Westside, Houston, TX",69423
51059480401,"Great Falls, VA",69419
26163550900,"Grosse Pointe Shores, MI",69413
20091050800,"Mission Hills, KS",69408
36119005001,"Scarsdale, NY",69408
36119014808,"Yorktown Heights, NY",69398
36119011102,"Ardsley, NY",69386
34035053602,"Branchburg, NJ",69385
48201420800,"Southwest Houston, Houston, TX",69378
48085030518,"Villages of Stonelake, Frisco, TX",69377
48201554101,"Memorial Northwest, Spring, TX",69375
36059521301,"Massapequa, NY",69353
36081136700,"Queens County, NY",69353
17043845507,"Darien, IL",69351
6013345112,"San Ramon, CA",69350
36081094500,"Queens County, NY",69345
17097863601,"Libertyville, IL",69342
17031805702,"Park Ridge, IL",69341
6001443102,"Weibel, Fremont, CA",69340
17043841111,"Bloomingdale, IL",69335
24005408304,"Cockeysville, MD",69333
27003050819,"The Lakes, Blaine, MN",69332
36059518502,"Jericho, NY",69328
36047000301,"Kings County, NY",69328
22071005604,"Lakeview, New Orleans, LA",69319
26125192500,"Hawthorn Hills, Rochester Hills, MI",69316
17197880308,"Plainfield, IL",69309
51059430201,"Fairfax, VA",69299
36081065703,"Queens County, NY",69299
6085507702,"Cupertino, CA",69296
34035053905,"Belle Mead, Montgomery, NJ",69283
9001020500,"Newfield - Westover - Turn of River, Stamford, CT",69277
17031803100,"Arlington Heights, IL",69275
42091203208,"Blue Bell, PA",69259
6081609000,"Belmont, CA",69246
17097864513,"Vernon Hills, IL",69243
34003055100,"Tenafly, NJ",69236
38061955200,"Stanley, ND",69231
17197883515,"Butternut Creek Woods, Frankfort, IL",69229
36059410900,"Valley Stream, NY",69223
34025808702,"Manasquan, NJ",69217
36059410200,"Malverne, NY",69215
36059416300,"Atlantic Beach, NY",69212
26125196700,"Troy, MI",69204
6075030900,"Ingleside Terraces, San Francisco, CA",69202
27019090602,"Chanhassen, MN",69201
34039036500,"Westfield, NJ",69200
6037670326,"Palos Verdes Estates, CA",69196
55133203405,"Merton Terraces, Hartland, WI",69193
12071050307,"Bonita Springs, FL",69193
17043846521,"Naperville, IL",69191
34025809600,"Morganville, Manalapan Township, NJ",69180
42091206906,"Lansdale, PA",69175
31055007429,"Harvey Oaks, Omaha, NE",69163
25017365100,"Sudbury, MA",69158
27037061107,"Hastings, MN",69157
36047017200,"Kings County, NY",69152
6081611300,"Redwood City, CA",69151
31055007446,"West Omaha, Omaha, NE",69148
